,index,hash,time,message,buggy
488,6,1af849b,2011-03-31 23:46:55,FIXED: alignto() raises KeyError: 'target',1
491,9,ca30f66,2011-04-09 22:33:59,comment on benchmarking sqrt(dot(v v)) vs numpy.linalg.norm (first one is 3x faster),0
492,131,0d37e3c,2011-04-09 22:34:05,patch for Issue 57 by jandom,1
492,131,0d37e3c,2011-04-09 22:34:05,patch for Issue 57 by jandom,0
493,132,d1ffce7,2011-04-09 22:34:12,fixed Issue 57: optimized patch and added test case - moved the coordinate check out of the loop and test the whole coordinate array in one   go (better performance but error reporting is worse because we do not report the offending   atom anymore) - remove the opened PDB file before raising the ValueError - added test case (should have had one for PrimitivePDBWriter anyway...),1
495,134,f28ec8b,2011-04-09 22:34:26,updated CHANGELOG with recent 0.7.3 changes,0
496,394,f0b2076,2011-04-10 12:20:45,patch 57b by jandom: completes the fix of Issue 57 (coordinate checking of GRO/PDB writers) - From http://manual.gromacs.org/current/online/gro.html    - position (in nm  x y z in 3 columns  each 8 positions with 3 decimal places)    - velocity (in nm/ps (or km/s)  x y z in 3 columns  each 8 positions with 4 decimal places)   Does that mean a max values of 9999.999/-999.999 for coords and same for velocities  but with the decimal moved a digit to left? - added validation for gro writing  moved the coordinate checking method to parent writer class.,1
496,394,f0b2076,2011-04-10 12:20:45,patch 57b by jandom: completes the fix of Issue 57 (coordinate checking of GRO/PDB writers) - From http://manual.gromacs.org/current/online/gro.html    - position (in nm  x y z in 3 columns  each 8 positions with 3 decimal places)    - velocity (in nm/ps (or km/s)  x y z in 3 columns  each 8 positions with 4 decimal places)   Does that mean a max values of 9999.999/-999.999 for coords and same for velocities  but with the decimal moved a digit to left? - added validation for gro writing  moved the coordinate checking method to parent writer class.,0
497,395,3ace9d4,2011-04-10 12:20:57,"test case for writing GRO files and optimization of fixes for Issue 57 - testing for writing GRO and limits ( -999.994 nm < x < 9999.994 nm ) - sharpened test for PDB limits ( -999.994 A < x < 9999.994 A)  note units A vs nm - conceivably we could include the boundaries into the legal values (they still round down)    if we do then we need to adjust the tests - legal coordinates check for GRO: moved out to before the file is even opened so we can get   rid of removing the opened file - GRO writer: use ""with open() as ..."" instead of ""try: ... finally: close()""",1
498,396,46cc00d,2011-04-10 13:05:51,changed legal coordinate values for GRO and PDB - limits -999.9995/9999.9995 - changed the actual check to min < x <= max (see Issue 57 comment #7) - tests: the min test is ok  the max test relies on <= and somehow does not   sharply discriminate  e.g. for GRO 9999.9996 passes and for PDB 9999.9951   passes. Not sure what's going on but I made the tests a little bit weaker   (PDB: 9999.996  GRO: 9999.999). In practice it probably won't matter...,0
499,397,0114e6a,2011-04-17 14:27:27,converted all TABs to spaces (Issue 69) - used emacs 'untabify' on all files  see   http://code.google.com/p/mdanalysis/issues/detail?id=69#c1 - unit tests pass - TODO: add marker lines for editors (do this together with a   fix for Issue 68),1
500,398,87977a3,2011-04-17 14:28:19,added comment and formatting header to files (Issue 68 and Issue 69) - name  url  copyright and licence (GPL v2+)  Issue 68 - citation information (need to update once full citation available) - modelines for emacs and vim to ensure that no TABs are use (Issue 69) - might have to take a closer look at the licences of the bundled packages   and customize their comment headers,0
501,140,67e1102,2011-04-17 19:36:19,fixed: units.py must be in UTF-8,1
501,140,67e1102,2011-04-17 19:36:19,fixed: units.py must be in UTF-8,0
502,400,1adeb82,2011-04-17 19:36:26,CRDReader streamlined and improved - fixed default unit as Angstrom  but that did not   have any influence on the behaviour so far) - added official CRD format to the comments for future reference - improved robustness of EXT detection by using a staged detection of   lines (continue blocks) and checking length of fields - added additional sanity check on the number of atoms (which we can   get from the CRD header),1
507,25,ec5546e,2011-04-18 02:32:36,regenerated online docs (includes HELANAL),0
508,147,8da7bed,2011-04-18 02:43:50,fixed reST in helanal.py,1
508,147,8da7bed,2011-04-18 02:43:50,fixed reST in helanal.py,0
509,407,616dc4e,2011-04-18 02:44:00,regenerated docs (after helanal reST fixes),1
509,407,616dc4e,2011-04-18 02:44:00,regenerated docs (after helanal reST fixes),0
510,408,894f85e,2011-04-19 20:06:03,LeafletFinder: removed deprecated atoms() method and some reST fixes,1
512,410,b559fe3,2011-04-19 20:06:30,regenerated online docs with new docs on selection exporters,0
513,31,ae0b88d,2011-04-20 20:29:16,notes on using Apple gcc and possible problems running examples from source dir (thanks to Justin Lemkul for the tips),1
516,34,c1758c6,2011-04-20 20:29:40,regenerated online docs,0
517,156,3a7fe45,2011-04-20 20:30:00,fixed Issue 70 (instant selection of atoms in residues that are also termini) - removed caching of atoms in Residue - decreases performance (probably) but at least returns correct selections,1
519,417,8b07211,2011-04-20 20:30:34,updated a number of examples - write figures to ./figures subdirectory - write data to ./output - added example output and figures for blocks.py  backbone_dihedrals.py    radial_distribution_function.py - fixed/update a number of examples   - blocks.py: block averaging (see example in the paper)   - radial_distribution_function.py: g(r)  this is the optimized version     (see paper) with correct normalisation   - backbone_dihedral.py: example for Timeseries.Collection and use of the     new special Residue.phi_selection() and Residue.psi_selection() methods     for the common backbone dihedrals  script is now ran on the DIMS AdK     trajectory and produces a figure   - TODO: other scripts - made all scripts executable,0
520,418,2627b53,2011-04-20 21:19:22,example updates: fixed normalization in radial_distribution_function.py and redrew figures,1
523,41,2af9058,2011-04-27 20:21:30,PDBQT support (Paul Rigor http://www.ics.uci.edu/~prigor ),0
524,422,3ab4202,2011-04-27 20:21:44,PDBQT small changes - fixed PDBQT test case  passes now sensibly - added docs - removed commented out Bio.PDB stuff in PDBQT.py (not needed) - updated CHANGELOG and AUTHORS with Paul Rigor's contribution - added PDBQT to the list of supported formats,1
532,430,8438487.0,2011-04-30 17:27:51,MDAnalysis.analysis.distances.dist() for computing distances between matching atoms in two groups,0
533,431,a25173d,2011-05-02 14:37:47,fixed: AtomGroup.bbox(),1
537,55,e347580,2011-05-11 12:49:51,generated online docs with new layout (sphinxdoc) and logo,0
538,177,c21e114,2011-05-17 21:42:36,fixed dihedral function in AtomGroup,1
542,181,a8bab45,2011-05-18 02:55:48,new AtomGroup methods bond() and angle(),0
543,441,c4b1728,2011-05-18 16:39:01,reST doc fixes and updates,1
543,441,c4b1728,2011-05-18 16:39:01,reST doc fixes and updates,0
544,62,bb193df,2011-05-18 16:39:09,added improper() with test case  more reST fixes,1
548,66,0410f40,2011-05-20 17:30:21,removed core.rms_fitting,0
549,188,84b2be3,2011-05-20 17:58:24,fixed mass weighted RMSD fitting,1
551,69,13c108b,2011-05-21 23:25:24,release 0.7.3 (only changed release number and CHANGELOG),0
552,70,f2a497b,2011-05-21 23:26:57,release 0.7.3 (fixes and enhancements and removal of dependency on LAPACK),1
558,196,dd8932d,2011-05-24 17:42:44,updated classifier keywords,0
559,456,e771e62,2011-05-24 17:57:21,fixed: rmsd_fit_trj() failed to write a XTC file,1
559,456,e771e62,2011-05-24 17:57:21,fixed: rmsd_fit_trj() failed to write a XTC file,0
560,198,2dd048f,2011-05-24 19:59:00,fixed exception message for coordinate format guessing and minor doc typo,1
560,198,2dd048f,2011-05-24 19:59:00,fixed exception message for coordinate format guessing and minor doc typo,0
561,199,f6f7ce1,2011-05-24 20:03:19,fixed: XTC and TRRReader would fail to obtain an appropriate Writer,1
563,201,1a7a236,2011-05-25 11:05:37,regenerated online html docs (0.7.4-devel + density),0
564,461,1ddf95c,2011-06-02 16:50:11,fix for Issue 74 (htaoyu1): AMBER TOP parser failure and related changes,1
565,462,2e79cb4,2011-06-03 11:00:37,full paper citation,0
566,204,fba02f0,2011-06-14 11:36:02,fixed: stop_logging(),1
566,204,fba02f0,2011-06-14 11:36:02,fixed: stop_logging(),0
567,14,90b1ddf,2011-07-18 18:41:38,INSTALL: fixed requirements and added help - first sentence wrongly stated that cython was still required - added links to web site and mailing list,1
569,16,94f4e40,2011-07-20 15:34:36,regenerated online docs,0
570,208,8a515c7,2011-07-29 04:17:34,reST: some link fixing in intro,1
571,209,b2d6ea7,2011-07-29 04:17:42,regenerated online docs with improvements in intro (links),0
572,469,1704578.0,2011-07-29 04:18:34,fix for Issue 75 (HydrogenBondingAnalysis),1
574,21,5b4883b,2011-07-29 04:18:52,regenerated online docs,0
575,22,cf49068,2011-08-05 19:01:05,fix for Issue 48 (sparse contact_matrix in distances.py),1
581,28,e3334a7,2011-08-09 22:02:28,hbond analysis: added additional method generate_table(),0
582,479,44fc965,2011-08-09 22:31:26,hbonds: fixed failure to import warnings,1
582,479,44fc965,2011-08-09 22:31:26,hbonds: fixed failure to import warnings,0
583,221,e896e0b,2011-08-10 14:23:55,hbonds: fixed bugs in save(),1
584,222,d4b4f57,2011-08-10 18:58:30,regenerated online docs,0
585,223,64fe87c,2011-08-10 19:02:07,hbonds: still return timeseries from run() and fixed reST,1
591,229,54fc000,2011-08-23 00:15:31,added simple test case for distance_array,0
592,230,6d7eacc,2011-08-23 00:15:38,fixed: alignto() and rms_fit_trj() selection,1
597,0,0bdb579,2011-09-07 17:58:14,MDAnalysisTestData: only data for tests (separated from the library). See Issue 28 for details.,0
598,44,407a2e5,2011-09-07 18:02:12,minor fixes,1
600,45,0fb11f4,2011-09-07 20:23:13,removed trajectory test data (Issue 28),0
601,2,3f989cb,2011-09-07 21:44:34,fixed: XYZ_psf was not made available,1
601,2,3f989cb,2011-09-07 21:44:34,fixed: XYZ_psf was not made available,0
602,46,ab5e9e1,2011-09-07 21:55:49,release 0.7.4 (fixes  enhancements and data files moved into separate package MDAnalysisTestData-0.7.4),1
613,8,3c339ed,2011-10-01 00:21:52,new distances.between() function (EXPERIMENTAL),0
614,9,c8022ab,2011-10-01 00:22:01,fixed: ResidueGroup and SegmentGroup indexing,1
614,9,c8022ab,2011-10-01 00:22:01,fixed: ResidueGroup and SegmentGroup indexing,0
615,246,cbec9fe,2011-10-01 00:22:09,fixed: ProgressMeter,1
617,248,8bc9e92,2011-10-03 23:13:35,updated CHANGELOG with changes so far,0
618,249,6cf1f6e,2011-10-05 21:27:25,fixed HydrogenBondingAnalysis backbone donor list,1
619,250,134951b,2011-10-05 23:10:12,Issue 79: recipe for making PCA TRRs from arrays,0
620,510,f41558f,2011-10-05 23:10:43,reST fixes (mainly ..note formatting),1
621,511,396b6dc,2011-10-05 23:12:17,regenerated online docs (0.7.5-devel),0
622,512,6ec77ee,2011-10-11 18:01:27,fixed(?): util.angle() would sometimes produce nan,1
623,254,f3f698f,2011-10-11 18:01:37,new chi1_selection() method for Residues,0
624,255,bd1b1ca,2011-10-11 18:08:27,fixed: SUMMARY.txt was not distributed with source dist,1
626,257,f2205ee,2011-10-26 16:31:00,updated html docs with contact analysis example,0
627,258,739cf76,2011-11-04 22:21:09,fixed Issue 81: ChainReader CRD bug (Timestep problem),1
627,258,739cf76,2011-11-04 22:21:09,fixed Issue 81: ChainReader CRD bug (Timestep problem),0
628,259,33caccf,2011-11-14 15:39:08,fixed Issue 82: support files for online docs are now included in the source distribution,1
628,259,33caccf,2011-11-14 15:39:08,fixed Issue 82: support files for online docs are now included in the source distribution,0
629,519,ff9470f,2011-11-16 16:44:23,fixed bug in core.util.iterable(): failed on unicode,1
631,521,74e446f,2011-11-26 22:37:23,Enhancements to PrimitivePdbReader and PrimitivePdbWriter,0
632,522,f12cc49,2011-11-28 03:47:11,added fs as a time unit and minor fix in flags,1
638,528,a7de6ce,2011-11-28 22:33:10,Experimental PrimitivePDBReader/Writer: Support for r/w of multiframe PDB files,0
639,529,df1cdbf,2011-11-28 22:52:23,fixed LAMMPS - PDB merge confict,1
639,529,df1cdbf,2011-11-28 22:52:23,fixed LAMMPS - PDB merge confict,0
640,530,1750084.0,2011-11-29 22:21:55,Fixed: testest broken by the new PrimitivePDB Reader and Writer,1
640,530,1750084.0,2011-11-29 22:21:55,Fixed: testest broken by the new PrimitivePDB Reader and Writer,0
641,35,1750084,2011-11-29 22:21:55,Fixed: testest broken by the new PrimitivePDB Reader and Writer,1
654,284,ce1508d,2011-12-13 22:15:56,Issue 77: adding tests  extending the functionality,0
655,49,d84fe09,2011-12-14 21:38:55,Minor fixes in PrimitivePDB reader/writer,1
660,290,30e21da,2011-12-21 14:19:23,Issue 87: moved UnitTest code from package to testsuite,0
661,55,6479bad,2012-01-10 19:04:05,fixes in PrimitivePDBWriter and PrimitivePDBReader,1
661,55,6479bad,2012-01-10 19:04:05,fixes in PrimitivePDBWriter and PrimitivePDBReader,0
662,56,ec26dd0,2012-01-10 20:12:02,fixed writing of element column in PrimitivePDBWriter,1
665,58,2391408,2012-01-26 17:04:52,Issue 92: fixes/enhancements in relation to GLYCAM,0
666,59,9fcfe41,2012-01-27 14:52:05,Small adjustments to get it working.  analysis/hbonds.py: fixed a bug when calling save_table  coordinates/XYZ.py: added two dummy variables  core/util.py: changed RegEx to detect GLYCAM style residue names,1
666,59,9fcfe41,2012-01-27 14:52:05,Small adjustments to get it working.  analysis/hbonds.py: fixed a bug when calling save_table  coordinates/XYZ.py: added two dummy variables  core/util.py: changed RegEx to detect GLYCAM style residue names,0
667,2,61b4691,2012-01-30 13:33:42,Added further defaule values to hbonds.py and fixed minor errors in XYZ.py,1
674,302,009098c,2012-02-11 01:45:56,changed generic Exceptions to specific ones in DCD module,0
675,304,4be4cb5,2012-02-11 03:22:59,Fixes Issue 91: Reading/Writing of TRR velocities,1
676,564,b92ba10,2012-02-11 03:41:14,regenerated online docs,0
677,306,f766ecd,2012-02-11 03:44:48,fixed path to online docs in doc/README,1
677,306,f766ecd,2012-02-11 03:44:48,fixed path to online docs in doc/README,0
678,566,092647c,2012-02-11 13:34:53,TRR velocity fix,1
678,566,092647c,2012-02-11 13:34:53,TRR velocity fix,0
679,72,c598b2e,2012-02-11 14:46:04,Fixed potential issues in XTC TRR GRO PDB writers (when convert_units=False),1
689,82,359cae0,2012-02-15 22:44:19,delaunay stuff deleted,0
690,319,9d515b3,2012-02-15 22:52:53,"A few changes in sphinx configuration to make it more close to the default configuration. doc/Makefile fixed so ""make clean"" actually cleans something",1
690,319,9d515b3,2012-02-15 22:52:53,"A few changes in sphinx configuration to make it more close to the default configuration. doc/Makefile fixed so ""make clean"" actually cleans something",0
691,12,450ad43,2012-02-15 22:58:58,doc/sphinx/source/logos/LICENSE deleted to avoid lintian warnings. doc/sphinx/source/logos/AUTHORS was already fixed to include link to CC License text,1
694,582,2787fb0,2012-02-15 23:06:20,MDAnalysisTests.egg_info added,0
695,89,fb9ba38,2012-02-15 23:11:54,fixes issue #95,1
695,89,fb9ba38,2012-02-15 23:11:54,fixes issue #95,0
696,583,740db3d,2012-02-15 23:11:54,fixes issue #95,1
709,336,e4ddfea,2012-02-24 14:05:55,hbonds.py: _get_bonded_hydrogens now also takes distance to donor atom into account to avoid choosing hydrogens that are close by by index  but not bonded,0
710,337,a4d50ae,2012-02-28 01:29:14,fixed: hbond analysis generate_table(),1
710,337,a4d50ae,2012-02-28 01:29:14,fixed: hbond analysis generate_table(),0
711,338,0c2a707,2012-02-28 02:24:04,fixed  maintainer/change_release.sh,1
711,338,0c2a707,2012-02-28 02:24:04,fixed  maintainer/change_release.sh,0
712,339,58f1ba9,2012-02-29 09:44:39,Version bumped to 0.7.6-devel maintainer/change_release.sh fixed,1
716,106,d3f7100,2012-03-07 22:40:15,Merge branch 'develop' of https://code.google.com/p/mdanalysis into develop,0
717,16,a8a280c,2012-03-10 14:42:12,fixes issue #99 	Infinite loop when writing single frame,1
718,344,f53cff4,2012-03-10 14:53:19,Merge branch 'Issue/99/pdb-writer' into develop,0
719,604,6220bcd,2012-03-10 16:24:45,minor fixes to coordinates code and docs,1
719,604,6220bcd,2012-03-10 16:24:45,minor fixes to coordinates code and docs,0
720,605,88bc68f,2012-03-23 15:29:21,HydrogenBondAnalysis: fixed acceptors  doc improvements,1
722,112,c25ea38,2012-03-23 23:21:59,HydrogenBondAnalysis.run(): do not return results anymore,0
723,113,8dcc038,2012-03-24 19:04:43,ProgressMeter: fixed docs,1
723,113,8dcc038,2012-03-24 19:04:43,ProgressMeter: fixed docs,0
724,609,1a44a23,2012-03-24 19:09:41,hbond analysis: possibly fixed bug and added ProgressMeter,1
732,31,2747eaf,2012-04-19 12:37:41,added changes to accomodate the switch to multiple available force fields,0
733,359,1127d73,2012-04-19 14:53:55,removed some wrong atom types from DEFAULT_ACCEPTORS,1
733,359,1127d73,2012-04-19 14:53:55,removed some wrong atom types from DEFAULT_ACCEPTORS,0
734,124,d564da1,2012-04-20 11:16:59,hydrogen bond analysis: Lukas Grossar's patches for the heuristic H-detection,1
735,34,4e440eb,2012-04-24 10:00:54,removed CHO and EAM for resnames recognized as protein,0
736,621,4e59491,2012-04-26 18:07:02,patch for the heuristic H-detection   * _get_bonded_hydrogens_list() was changed so that any hydrogens found     also have to be within a maximum distance of the donor   * the maximum distance is stored in the defaultdict HydrogenBondAnalysis.r_cov      covalent H-donor distances are hard coded for N  O  S  P  anything else gets     a default value of 1.5 A.,1
736,621,4e59491,2012-04-26 18:07:02,patch for the heuristic H-detection   * _get_bonded_hydrogens_list() was changed so that any hydrogens found     also have to be within a maximum distance of the donor   * the maximum distance is stored in the defaultdict HydrogenBondAnalysis.r_cov      covalent H-donor distances are hard coded for N  O  S  P  anything else gets     a default value of 1.5 A.,0
737,127,178af90,2012-05-01 13:31:01,fixes for PDB and GRO writer,1
738,37,936af56,2012-05-03 16:11:43,implemented count_by_time in HydrogenBondAnalysis,0
739,38,da8e05b,2012-05-03 16:22:18,fixed Universe.load_new() raised a NameError,1
741,367,1b5b8e4,2012-05-07 14:24:32,merged orbeckst/hbonds into Lukas Grossars development branch,0
742,627,24171ce,2012-05-07 17:13:45,fixed NameError in AtomGroup.__contains__,1
744,43,2e59a03,2012-05-07 19:20:33,HBond analysis enhancements (H-detection and count_by_type_*),0
745,630,0f2d36e,2012-05-07 23:09:13,hbond analysis: fixes and new feature: start:stop:step,1
746,631,a847635,2012-05-07 23:24:10,hbond analysis: use tuples directly as keys,0
747,137,04bbe28,2012-05-10 16:48:10,analysis/hbonds.py  - fixed a merge error  - changed implementation of count_by_type_correlation to match    count_by_type,1
751,377,3fbb15c,2012-05-21 14:07:52,analysis.hbonds.py - slicing doesn't work for XYZ files  so I needed to comment it,0
752,637,98d55e0,2012-05-21 15:30:18,analysis/hbonds.py - always initialize the dicts in _update_selection_{1 2} as empty to   avoid problems in _donor_lookup_table_{byindex byres},1
752,637,98d55e0,2012-05-21 15:30:18,analysis/hbonds.py - always initialize the dicts in _update_selection_{1 2} as empty to   avoid problems in _donor_lookup_table_{byindex byres},0
753,638,2d2427e,2012-05-22 16:49:38,fixes Issue 105: MultiPDB support and writing of single PDB frames,1
754,639,eb213a2,2012-05-25 18:41:26,test AMBER trajectories for Issue 109,0
755,640,557491b,2012-05-27 17:40:33,fixed test case test_atomgroup:TestWritePDB.test_write_universe,1
758,384,50c3f62,2012-05-29 17:07:00,Merge branch 'Issue/109' into develop,0
759,385,0bd5b1a,2012-05-29 18:14:03,documentation fixes and small things in the AMBER NCDF Reader/Writer,1
765,155,fe7292d,2012-05-30 14:30:06,data files and test case for Issue 107,0
766,65,8a71081,2012-05-30 16:22:35,fixes Issue 107: read NAMD/VMD space separated PSF files,1
767,157,daa117f,2012-05-30 16:31:00,Merge branch 'Issue/107' into develop,0
768,158,e58958c,2012-05-30 18:38:35,minor fixes for PrimitivePDBWriter,1
769,68,e81a933,2012-05-31 11:03:33,UnitTests for Issue 101,0
770,69,d25969a,2012-05-31 11:16:09,fixes Issue 101,1
778,168,b92cad3,2012-06-01 15:22:47,removed test for moveto(),0
779,169,f1b64de,2012-06-03 14:20:08,Merged Lukas Grossar's HbondAnalysis improvements (fixes issue 103),1
787,84,1de7eaf,2012-06-04 17:25:51,Merge Lukas Grossar's HydrogenBondAnalysis (Issue 103),0
788,412,963ad0b,2012-06-04 17:58:02,PrimitivePDBReader: fixed: __getitem__ and __iter__ returned None for single frame,1
788,412,963ad0b,2012-06-04 17:58:02,PrimitivePDBReader: fixed: __getitem__ and __iter__ returned None for single frame,0
789,413,5d67a2b,2012-06-04 19:08:34,single frame reader fixes,1
795,678,7d82467,2012-06-06 20:23:17,Merge branch 'develop' of https://code.google.com/p/mdanalysis into develop,0
796,420,bbe4dcf,2012-06-06 20:40:09,Fixed Amber TOPParser for both 10 and 12 formats,1
797,680,bfd9d36,2012-06-07 18:01:14,additional nuclinfo testcase,0
798,186,1bd901d,2012-06-07 18:01:45,fixes Issue 112 (alig.fasta2select used outdated Biopython),1
799,96,2f2f6f0,2012-06-07 18:08:26,merged origin/develop into local develop,0
800,424,91ff415,2012-06-07 18:37:42,fixed for nuclinfo docs and testcases,1
803,191,48d78c1,2012-06-07 18:51:11,Merge branch 'develop' of https://code.google.com/p/mdanalysis into develop,0
804,192,4339386,2012-06-08 11:31:01,fixed type selection,1
804,192,4339386,2012-06-08 11:31:01,fixed type selection,0
805,101,4339386.0,2012-06-08 11:31:01,fixed type selection,1
805,101,4339386.0,2012-06-08 11:31:01,fixed type selection,0
806,193,d4610a5,2012-06-12 01:19:30,hbonds: fixed NH1NH2 --> NH1  NH2,1
806,193,d4610a5,2012-06-12 01:19:30,hbonds: fixed NH1NH2 --> NH1  NH2,0
807,430,435430e,2012-06-16 18:12:35,fixes Issue 111 (qcprot would sometimes return NAN),1
807,430,435430e,2012-06-16 18:12:35,fixes Issue 111 (qcprot would sometimes return NAN),0
808,431,6a76463,2012-06-17 20:37:19,fixes Issue 113 (ClustalW would not be run in align.fasta2select()),1
814,696,999aca6,2012-06-26 21:55:01,version bumped to 0.7.7-devel,0
815,202,1a38e4b,2012-06-29 11:40:46,HOLE analysis: better error check and streamlined code,1
815,202,1a38e4b,2012-06-29 11:40:46,HOLE analysis: better error check and streamlined code,0
816,203,8ca4bd2,2012-07-03 19:29:07,HydrogenBond analysis: fixes and tests (Issue 103),1
822,704,365d54c,2012-07-04 21:15:39,Merge branch 'release-0.7.6',0
823,446,b5f1f84,2012-07-12 00:53:19,Fix for Issue 115 - GRO file column width,1
827,450,daafe4c,2012-07-13 17:42:40,disabled Bio.PDB warnings in PDBReader,0
828,451,b523653,2012-07-14 15:56:53,adjusted GRO velocity test case for fixed Issue 115,1
843,464,d326bca,2012-07-20 23:05:52,Merge branch 'Issue/76' into develop,0
844,465,e11b6d2,2012-08-04 10:48:25,Issue 76: integrated jjlights03's patch,1
844,465,e11b6d2,2012-08-04 10:48:25,Issue 76: integrated jjlights03's patch,0
845,230,642a6ce,2012-08-04 11:51:45,Nuclinfo test fixes,1
849,729,63d571c,2012-08-29 18:42:25,asphericity() and shapeParameter() additions,0
850,471,e15fb06,2012-09-03 10:54:42,fixes Issue 117,1
850,471,e15fb06,2012-09-03 10:54:42,fixes Issue 117,0
851,472,4a0b2e5,2012-09-03 11:54:20,fixes Issue 116 (Failed to write AMBER netcdf trajectory from AtomGroup),1
852,36,6f593c0,2012-09-21 11:33:42,updated nucleic acid selection definitions,0
853,37,07a1f30,2012-10-15 15:02:48,fixes DCD writer: wrote wrong unitcell,1
853,37,07a1f30,2012-10-15 15:02:48,fixes DCD writer: wrote wrong unitcell,0
854,734,1433d0a,2012-10-15 15:20:01,added test case for DCDWriter unitcell fix (and updated CHANGELOG),1
854,734,1433d0a,2012-10-15 15:20:01,added test case for DCDWriter unitcell fix (and updated CHANGELOG),0
855,475,7cced89,2012-10-19 16:13:36,fixed: helanal analysis was missing import statement,1
856,40,553b355,2012-11-01 17:25:45,parallel distance array,0
857,477,a1cff5a,2012-11-01 18:29:53,doc fixes (Dima2004 reference),1
884,763,5a0d89c,2012-12-10 21:46:52,"Revert ""Issue 23: generate bond list when using a PDB instead of a PSF""",0
885,764,1c85077,2012-12-12 19:16:00,fixed Issue 121: PSFParser raised IndexError for missing SEGID,1
885,764,1c85077,2012-12-12 19:16:00,fixed Issue 121: PSFParser raised IndexError for missing SEGID,0
886,765,76e776b,2012-12-13 09:35:31,fixed force conversion (from commit ca3a3f62347e6b154ca167211a92b0db533b6d2b),1
892,771,431d037,2012-12-14 17:08:02,logger reports MDAnalysis version when starting,0
893,496,50e6f5a,2012-12-18 12:39:13,fixes Issue 122 by making netCDF4 an optional dependency,1
896,775,6d5f1af,2012-12-19 11:27:31,Empty commit to save state before psfgen addition,0
897,776,cdaeb60,2012-12-20 14:10:06,A few errors in code corrected,1
898,500,05a9d47,2012-12-20 16:47:07,Merge branch 'code-cleaning' into develop,0
899,501,dcd3dbc,2012-12-20 16:50:06,Fixed run_tests script,1
906,785,fac7796,2013-01-11 10:03:54,Merge remote-tracking branch 'alfred532008/tprparser' into pyTPRparser,0
907,291,826fa8a,2013-01-11 11:51:06,fixed a bug in tpr_utils.py: data.unpack => data.unpack_float,1
918,515,2bf6e69,2013-02-02 22:48:04,DMSReader for topology and coordinates,0
919,517,8433d13,2013-02-07 16:36:37,fixed Issue 126: corrected links to examples,1
921,519,c2f5b25,2013-02-07 17:14:32,added boilerplate docs for DMS coordinate and topology reader,0
922,801,a5d674e,2013-02-07 18:04:05,regenerated docs (fixed Issue 127  DMS parser  TRR parser sub argument),1
922,801,a5d674e,2013-02-07 18:04:05,regenerated docs (fixed Issue 127  DMS parser  TRR parser sub argument),0
923,802,0a62194,2013-02-19 20:47:52,DMSReader - fixed a 'dictionary' typo  replaced with 'dict',1
923,802,0a62194,2013-02-19 20:47:52,DMSReader - fixed a 'dictionary' typo  replaced with 'dict',0
924,308,aa87e2b,2013-02-24 00:16:17,PrimitivePDBReader - fixed bug related to 1-based frame indexing  which had broken multi-model PDB parsing,1
924,308,aa87e2b,2013-02-24 00:16:17,PrimitivePDBReader - fixed bug related to 1-based frame indexing  which had broken multi-model PDB parsing,0
925,804,de88e95,2013-02-24 17:57:38,Fixed bug in rms.py,1
930,526,4ae13ac,2013-04-09 22:48:40,ChainReader: can fake a time with delta keyword,0
931,810,43d0db1,2013-04-11 18:43:14,Fixed array comparison bug in helanal,1
934,318,4ec3120,2013-04-16 21:03:31,rebuilt docs (added TPRParser),0
935,118,cdbcd13,2013-04-16 21:10:59,TPRReader: fixed failure if angles could not be found,1
940,819,4ba9dbd,2013-04-24 09:38:54,sphinx: added intersphinx links and more extensions,0
941,325,3198250,2013-04-24 09:50:46,Fixes Issue 133: helanal: additional output of local bend and unit twist angles,1
941,325,3198250,2013-04-24 09:50:46,Fixes Issue 133: helanal: additional output of local bend and unit twist angles,0
942,529,3198250.0,2013-04-24 09:50:46,Fixes Issue 133: helanal: additional output of local bend and unit twist angles,1
952,531,9fc92b2,2013-04-25 17:03:00,Resolving CHANGELOG conflict.,0
953,336,d524b7e,2013-04-25 18:20:56,Issue 129: improved fix,1
956,138,2cb77bc,2013-04-25 21:55:32,Merge branch 'develop' into feature-xtcindex,0
957,835,6111be9,2013-04-27 03:06:03,Fixes error introduced by a different return tuple by libxdrfile.read_trr,1
961,344,4800dcf,2013-05-02 12:25:24,simple convert_float() function and math docs added to util.py,0
962,345,2450fd5,2013-05-03 15:00:11,updated CHANGELOG with Danny Parton's fixes,1
964,540,3c9ae52,2013-05-11 12:45:04,closes Issue 23: bond information can be guessed for a PDB,0
965,843,887ccee,2013-05-11 17:26:03,Closing fixes to Issue 23: guessing bonds,1
966,844,ff55b4f,2013-05-12 03:15:38,Implemented TrjReader functions save_offsets and load_offsets,0
967,845,0f427d6,2013-05-13 03:37:47,Fixed memory deallocation: under certain conditions the offset array could be freed more than once.,1
973,356,c070e4c,2013-05-26 13:13:47,added ab42_gmx_4.6.tpr as a testcase also updated corresponding info in testsuite/MDAnalysisTests/datafiles.py testsuite/MDAnalysisTests/test_tprparser.py,0
974,357,4b859d0,2013-05-26 13:24:45,fixed testcases from 4.6 and 4.6.1,1
974,357,4b859d0,2013-05-26 13:24:45,fixed testcases from 4.6 and 4.6.1,0
975,358,f671817,2013-05-26 13:51:20,Fixed Issue 144 PrimitivePDBWriter bug,1
