,index,hash,time,message,buggy
1685,559,ecf71c6,2006-11-10 20:21:39,"Fixed more corner cases of the ""weird hanging node behavior in parallel"" bug",1
1687,561,b46e4a5,2006-11-10 20:24:17,More paranoia in parallel,0
1688,562,693ab36,2006-11-10 22:52:59,Fixed foolish bug in *family_tree_by_neighbor functions,1
1688,562,693ab36,2006-11-10 22:52:59,Fixed foolish bug in *family_tree_by_neighbor functions,0
1689,563,68664c8,2006-11-10 23:24:37,Factor out the function for adding neighbor element dof ids to the send list  and make that function more thorough to handle the special case problems in Tim's testcase,1
1691,565,ec2f6e4,2006-11-11 05:56:22,Use more paranoia about user code when in debug mode,0
1692,566,b7a0c1e,2006-11-11 05:57:16,Fix bug in numerical jacobian calculations,1
1698,572,a9b2d61,2006-11-17 05:44:12,Add print_element_jacobians option,0
1699,573,1d14934,2006-11-17 05:45:27,Avoid blksize=0 error on ultracoarse meshes,1
1703,577,9f37848,2006-11-29 23:35:30,Obey continue_after_max_iterations option,0
1704,578,ad23033,2006-11-30 04:13:08,Fix nelem_target flagging on coarse meshes,1
1709,583,6761132,2006-12-05 19:07:54,Generalized 1D element Jacobian calculations to allow for EDGE2/3 elements living in 2D and 3D space.,0
1710,584,084451d,2006-12-07 21:46:31,Fixed element normal calculations for 2D elements living in 3D.  The normal vector now lies in the tangent plane of the element rather than arbitrarily in the x-y plane.,1
1711,585,9dcc333,2006-12-08 00:48:41,Added point_value() utility function,0
1712,586,14674af,2006-12-08 00:50:43,Fixed possible miscaching bug,1
1719,593,99c924c,2006-12-11 23:17:54,Added 3D support,0
1720,594,489281e,2006-12-12 19:32:23,Fixed DORIVATIVES typo.,1
1721,595,5356f50,2006-12-12 23:28:21,Added all_first_order() function,0
1722,596,3091b1e,2006-12-12 23:29:12,Added workaround to make it always possible to plot error vectors discontinuously,1
1729,603,5e357fd,2006-12-27 07:25:53,"Avoid ""unused parameter"" warnings",0
1730,604,f364862,2007-01-05 23:15:06,"Avoid ""mismatched container size"" bug",1
1730,604,f364862,2007-01-05 23:15:06,"Avoid ""mismatched container size"" bug",0
1731,605,8a9fdfa,2007-01-15 03:16:20,Fix for 3D discontinuous element support,1
1732,606,4c6f8e6,2007-01-18 18:59:37,Add non-affine second derivatives warning,0
1733,607,6bceab9,2007-01-18 19:57:20,Added pressure pinning code as well as an adaptive linear solver tolerance. The pressure pinning seems to make the problem harder to solve for GMRES+ILU  but TFQMR+ILU doesnt seem to have any problem.,1
1738,612,5e1eb53,2007-01-19 23:28:42,Added estimate_errors() function,0
1739,613,dc43eac,2007-01-19 23:39:33,Added code for expanding element patches by point neighbors  not just face neighbors,1
1742,616,3f7da89,2007-01-20 21:03:06,Bugfix in find_point_neighbors(),0
1743,617,ebedbc2,2007-01-20 21:17:35,Added basis patch recovery estimator support,1
1745,619,b87ab20,2007-01-22 17:40:46,Split the XDR helper classes into their own files.  Makes it easier to maintain/modify the XdrIO class  but nothing else should have changed.,0
1746,620,547e65c,2007-01-22 23:34:25,Fixed dependency/argument bug,1
1747,621,9396b93,2007-01-22 23:36:07,More fine-grained profiling of patch-building functions,0
1748,622,b79fe8f,2007-01-22 23:36:49,Use cheapest PatchRecovery compatible patch extension method by default,1
1748,622,b79fe8f,2007-01-22 23:36:49,Use cheapest PatchRecovery compatible patch extension method by default,0
1749,623,2505f9f,2007-01-23 00:18:12,"Fix ""too many warnings"" bug",1
1749,623,2505f9f,2007-01-23 00:18:12,"Fix ""too many warnings"" bug",0
1750,624,d7ec2a3,2007-01-23 00:50:11,Fixed left/right_multiply_transpose(A) to work in the case where (this==&A).,1
1750,624,d7ec2a3,2007-01-23 00:50:11,Fixed left/right_multiply_transpose(A) to work in the case where (this==&A).,0
1751,625,f548a2c,2007-01-23 01:29:58,"Fixed another stupid bug in ""non-affine element second derivatives"" warning",1
1758,632,115b980,2007-01-24 20:43:53,Updated dependencies,0
1759,633,115e549,2007-01-24 22:16:45,Fix for NaN hierarchic shape functions on triangle vertices,1
1759,633,115e549,2007-01-24 22:16:45,Fix for NaN hierarchic shape functions on triangle vertices,0
1760,634,b5830da,2007-01-24 22:20:43,Fix missing initializations bug,1
1765,639,e9df46b,2007-01-31 21:35:21,Use zero exact solution by default,0
1766,640,8aca461,2007-02-01 19:19:47,Add additional error indicator type  simplify config file,1
1766,640,8aca461,2007-02-01 19:19:47,Add additional error indicator type  simplify config file,0
1767,641,7f1b897,2007-02-06 23:48:00,Fixed stupid indexing bug in has_affine_map(),1
1767,641,7f1b897,2007-02-06 23:48:00,Fixed stupid indexing bug in has_affine_map(),0
1768,642,155fe5f,2007-02-06 23:54:22,Removed debugging error() call,1
1768,642,155fe5f,2007-02-06 23:54:22,Removed debugging error() call,0
1769,643,927e0a8,2007-02-07 00:11:05,The people responsible for sacking the previous bug have just been sacked.,1
1769,643,927e0a8,2007-02-07 00:11:05,The people responsible for sacking the previous bug have just been sacked.,0
1770,644,661be24,2007-02-07 02:24:52,Fix cut and paste bug in has_affine_map(),1
1770,644,661be24,2007-02-07 02:24:52,Fix cut and paste bug in has_affine_map(),0
1771,645,2466d32,2007-02-07 18:56:16,Fixed loss of precision in ASCII bug,1
1772,646,a79f2cd,2007-02-07 18:56:17,This commit was manufactured by cvs2svn to create tag 'libmesh-0_6_0-rc1'.,0
1773,647,869d5ac,2007-02-08 13:49:02,Add mesh elements in DofObject ID order  to avoid later bugs (e.g. when reading complex solutions),1
1781,655,9554aab,2007-02-09 21:35:37,Don't write out unrecognized system_type strings,0
1782,656,27c7327,2007-02-09 22:27:20,Fix non-initialized variable warning.,1
1787,661,4ce9ade,2007-02-10 04:48:21,Make clear() behavior more correct  make FEMSystem more resilliant to multiple init() calls,0
1788,662,c5a988f,2007-02-12 13:44:18,Patch by M. Luthi: change line -> 3line,1
1789,663,32b922f,2007-02-12 18:50:50,Added hessian calculation support to MeshFunction,0
1790,664,15e8073,2007-02-12 19:21:02,"Fix for ""may delete uninitialized pointer"" bug",1
1794,668,e4b150c,2007-02-13 03:56:11,Changed order of include files for cxx version of mpich.,0
1795,669,fbb28df,2007-02-13 14:00:53,"Martin's ""report bad element ID"" patch",1
1795,669,fbb28df,2007-02-13 14:00:53,"Martin's ""report bad element ID"" patch",0
1796,670,6a55270,2007-02-13 17:10:48,Bugfix  set-aware optimizations for Patch growth,1
1796,670,6a55270,2007-02-13 17:10:48,Bugfix  set-aware optimizations for Patch growth,0
1797,671,ea0ad0b,2007-02-13 17:13:01,New patch growth options  shorter matsize calculation,1
1797,671,ea0ad0b,2007-02-13 17:13:01,New patch growth options  shorter matsize calculation,0
1798,672,ab265cd,2007-02-13 17:36:10,Fixed overzealous assertion,1
1801,675,ee75704,2007-02-13 21:29:03,"Removed ""_nonlinear_solution"" vector  changed code to solely use System::solution instead.",0
1802,676,f76b60e,2007-02-13 22:47:56,Fix to make xdr_Real defined even when XDR support is disabled,1
1803,677,a5ef4a2,2007-02-14 02:30:32,Initialize pointers to NULL to avoid uninitialized variable warning.,0
1804,678,b55044d,2007-02-14 19:17:18,fixed for no second derivatives,1
1816,690,6bec5d3,2007-02-21 21:13:37,Added AdaptiveTimeSolver class  necessary TimeSolver API changes,0
1817,691,12603dc,2007-02-22 00:35:18,Reorder PETSc calls to fix problems with-pc_type hypre,1
1821,695,1b52c7d,2007-02-27 00:02:46,Added calculate_norm() methods,0
1822,696,b208114,2007-02-27 00:03:19,Added more sophisticated error norm options,1
1824,698,1c80e80,2007-02-27 16:27:41,Return first order equivalent types even of first order elements,0
1825,699,cdb0b16,2007-02-27 19:33:41,Fixes for more reliable coarsening behavior,1
1825,699,cdb0b16,2007-02-27 19:33:41,Fixes for more reliable coarsening behavior,0
1826,700,64b71d6,2007-02-27 19:51:43,Fix relative_residual_tolerance read bug  undersolved adaptivity bug,1
1826,700,64b71d6,2007-02-27 19:51:43,Fix relative_residual_tolerance read bug  undersolved adaptivity bug,0
1827,701,132c0a2,2007-02-27 21:01:46,"Bugfix for ""drifting constraints"" problem",1
1831,705,2789a2a,2007-03-08 19:36:12,Obey max_h_level restriction in flag_by_error_tolerance,0
1832,706,2067e14,2007-03-08 20:21:19,"flag_elements_by_nelem_target should now obey max_h_level and should avoid ""over-coarsening"" or ""over-refining"" when many elements have the same error value",1
1832,706,2067e14,2007-03-08 20:21:19,"flag_elements_by_nelem_target should now obey max_h_level and should avoid ""over-coarsening"" or ""over-refining"" when many elements have the same error value",0
1833,707,4f22ad6,2007-03-08 21:18:45,Print out analytic and numeric jacobians when verify_analytic_jacobians fails,1
1834,708,aeb5d2a,2007-03-08 23:02:36,Proceed (for now) when using different fe_family classes  since most use the same quadrature rule anyway.,0
1835,709,7af35e7,2007-03-08 23:32:21,Fix FEType::operator<,1
1837,711,f8ab15a,2007-03-14 20:45:49,Added optimization for project_vector(fptr etc) for simple elements  removed a different (potentially buggy) optimization,0
1838,712,f2b07c3,2007-03-14 22:02:11,"Fix ""ignore parents with 0 error"" bug  and switch nelem_target return value to a (much) more stringent test.",1
1838,712,f2b07c3,2007-03-14 22:02:11,"Fix ""ignore parents with 0 error"" bug  and switch nelem_target return value to a (much) more stringent test.",0
1839,713,37337bf,2007-03-15 20:04:09,"We can't implement an abstract operator=  so it should be ""pure virtual""  not ""silently fail"".   -)",1
1843,717,c96cece,2007-03-19 13:08:24,Initialize dphi  d2phi pointers to NULL to avoid compiler warning.,0
1844,718,2ae1ae8,2007-03-19 16:58:19,64-bit fixes,1
1844,718,2ae1ae8,2007-03-19 16:58:19,64-bit fixes,0
1845,719,3d9e6a9,2007-03-19 19:05:08,Ugly solution for bug in parallel execution,1
1845,719,3d9e6a9,2007-03-19 19:05:08,Ugly solution for bug in parallel execution,0
1846,720,53fecd6,2007-03-19 20:12:41,Fix bug in parallel runs with DEBUG defined,1
1850,724,345af9b,2007-04-09 17:08:42,Avoid compiler warnings on instantiations where we need to downcast when normalizing,0
1851,725,2b6fd8e,2007-04-09 17:11:14,Avoid compiler warning about int/unsigned int comparisons. I guess this fix should also help for when we add 2^32 sided elements.,1
1854,728,13342a5,2007-04-11 02:52:15,clarify the role of total_weight,0
1855,729,5ed1f18,2007-04-11 21:46:10,"Added default estimate_errors() implementation for ""simultaneously"" calculating multiple error vectors.",1
1856,730,aa1ae33,2007-04-11 23:06:42,Specialized the new estimate_errors() version for more efficient use in UniformRefinementEstimator,0
1857,731,8dd9b5e,2007-04-12 17:21:32,Fix Freudian slip in comments,1
1858,732,cc80f9a,2007-04-12 19:08:18,updated for v10,0
1859,733,d01889f,2007-04-12 22:58:37,"Bugfix for ""compute multiple errors"" case",1
1859,733,d01889f,2007-04-12 22:58:37,"Bugfix for ""compute multiple errors"" case",0
1860,734,cccdf36,2007-04-12 23:05:24,Fixed one more bug in simultaneous calculation of multiple errors,1
1863,737,832ccca,2007-04-13 20:25:37,"Loop through example directories automatically  create the correct targets when asked to ""make link""",0
1864,738,0e52ea4,2007-04-14 19:05:46,Lots of fixes for compiler warnings,1
1865,739,6a119ce,2007-04-15 00:21:50,put the nodes in the proper place,0
1866,740,49447ea,2007-04-16 16:40:39,"Reverting to fix ""programs won't link"" regression",1
1876,750,f00d6d5,2007-05-04 23:54:46,Constraining ancestor elements is sometimes necessary after all...,0
1877,751,ffe2281,2007-05-08 14:56:09,fix for no ifems,1
1878,752,09bc248,2007-05-09 18:12:35,Add process_recursive_constraints() functions,0
1879,753,1102be1,2007-05-09 19:31:47,Added the option to solve a smoothly-forced cavity problem instead of just lid-driven.,1
1880,754,9606825,2007-05-09 23:31:46,Avoid erroneous assert() in METHOD=devel,0
1881,755,d86bac5,2007-05-10 22:13:05,Attempted fix for limit_level_mismatch_at_edge,1
1883,757,a62850d,2007-05-10 22:38:31,Added elem_solution_derivative for use with use_fixed_solution option,0
1884,758,e720138,2007-05-11 21:53:33,Added a routine to compare the current and old solutions in the TimeSolver class.  Added a max allowable deltat option to AdaptiveTimeSolver.  Added an extra option to compute stepsizes based on local truncation errors (though Roy thinks this is the wrong way to go :-).,1
1890,764,245279a,2007-05-17 16:36:35,Correctly obey non-boolean component_scale values,0
1891,765,bc934d7,2007-05-22 20:31:54,DiffSolver::solve() now returns int instead of void which can be used to figure out the result of the solve just completed.  Modified the Timesolver to have the option of decreasing the timestep after a failed solve in order to attempt the solve again.,1
1892,766,bca41b5,2007-05-23 23:29:16,Disable AMR examples when ENABLE_AMR is off,0
1893,767,9d3b8ff,2007-05-23 23:36:12,Fix compilation when ENABLE_AMR is off,1
1895,769,3a98285,2007-05-24 19:17:03,"Declare ""static const"" instead of ""const static"" to avoid compiler warnings",0
1896,770,b8432d3,2007-05-24 23:10:35,More ENABLE_AMR fixes  beginning framework for constraint-based periodic BCs,1
1905,779,f6e033e,2007-05-31 19:09:34,Updated dependencies,0
1906,780,d1ef875,2007-05-31 20:01:11,Enable periodic boundary constraints  bug fixes to periodic boundary constraints  silent weeping that periodic boundary constraints are still buggy,1
1906,780,d1ef875,2007-05-31 20:01:11,Enable periodic boundary constraints  bug fixes to periodic boundary constraints  silent weeping that periodic boundary constraints are still buggy,0
1907,781,2a3529f,2007-05-31 21:46:13,Moved periodic BC stuff to dof_map_constraints.C  fixed one more bug. Periodic boundary conditions now work at least in simple tests,1
1907,781,2a3529f,2007-05-31 21:46:13,Moved periodic BC stuff to dof_map_constraints.C  fixed one more bug. Periodic boundary conditions now work at least in simple tests,0
1908,782,eb86f00,2007-05-31 23:48:33,Fix bug affecting interactions between multiple periodic boundaries (and/or periodic boundaries with hanging nodes),1
1914,788,77b847e,2007-06-04 17:44:38,Add Larisa's publications to the vsmoother header file... and some whitespace changes to the .C,0
1915,789,02aa4d1,2007-06-04 19:08:59,fixed --disable-gmv,1
1918,792,6e3fab8,2007-06-04 19:29:42,This commit was manufactured by cvs2svn to create tag 'libmesh-0_6_0'.,0
1919,0,5d382d6,2007-06-05 15:16:33,Added the ability to attch_reference_solution to the exact_error_estimator for purposes of using a comparison to a fine grid solution as an error estimator,1
1920,1,bb18aa1,2007-06-05 16:04:13,Added the copy_nodal_solution function.  This allows you to read in a solution and store it while reading in a mesh  and then later  after you have created and initialized an EquationSystems object  copy the nodal solution from the GMVIO object into the EquationSystems and start using it.,0
1921,2,e7d1732,2007-06-05 16:09:30,More fixes for --disable-gmv.,1
1921,2,e7d1732,2007-06-05 16:09:30,More fixes for --disable-gmv.,0
1922,3,0b50940,2007-06-06 15:38:04,Attempted fix for unknown compilers with questionable multimap support,1
1932,13,633ecd3,2007-06-17 18:08:58,Added a link to Ben's dissertation  which is a whopping 32Mb!,0
1933,14,e131332,2007-06-17 19:24:53,Fixes for when HAVE_MPI is undefined,1
1938,19,f7eab59,2007-06-17 22:41:05,Added past developers section,0
1939,20,ab05199,2007-06-18 00:23:55,Added blank image  fixed entry for Derek,1
1950,31,e190ab5,2007-06-19 17:39:04,Only do slanty text on Gecko-enabled browsers.,0
1951,32,ff9a18d,2007-06-19 17:52:55,Fixed Parallel localize bug,1
1952,33,b3c6f09,2007-06-19 18:09:04,"Use the ""Gecko"" CSS for Konqueror and Opera  even though they do not report NW_IS_GECKO.",0
1953,34,e688b99,2007-06-19 18:27:59,Fix to make parallel .bz2 writes reliable,1
1957,38,ceb2ba0,2007-06-21 20:57:41,Added vector-argument Parallel::min/max,0
1958,39,f897a61,2007-06-21 21:24:35,Added recalculate_n_partitions() function to MeshBase.  The number of partitions the mesh thinks it has can be wrong if e.g. you change some of the element processor_ids by hand instead of using a Partitioner.,1
1958,39,f897a61,2007-06-21 21:24:35,Added recalculate_n_partitions() function to MeshBase.  The number of partitions the mesh thinks it has can be wrong if e.g. you change some of the element processor_ids by hand instead of using a Partitioner.,0
1959,40,169ffe0,2007-06-22 18:39:53,Fix for H^2 norm compilation with complex number support,1
1960,41,708f194,2007-06-27 20:41:27,Checked in Tim Kroger's diagonal_selection()  select_diagonal()  reselect_diagonal()  and reselect_optimal_diagonal() functions.,0
1961,42,045d6b4,2007-06-28 19:51:18,Fix in parent error estimation code,1
1965,46,3344783.0,2007-07-02 16:42:52,API changes in PETSc 2.3.3,0
1966,47,983d9e6,2007-07-02 17:04:57,More PETSc 2.3.3 API change fixes,1
1968,49,752474c,2007-07-03 22:51:10,"Added ""-Wno-long-long"" warning to GCC options  some MPI implementations declare long long variables.",0
1969,50,f9e3874,2007-07-04 19:03:23,Patch for safely coarsening a perturbed mesh,1
1969,50,f9e3874,2007-07-04 19:03:23,Patch for safely coarsening a perturbed mesh,0
1970,51,79c32a8,2007-07-05 18:58:47,fixed for osx  causes gmvread to behave,1
1970,51,79c32a8,2007-07-05 18:58:47,fixed for osx  causes gmvread to behave,0
1971,52,8752d51,2007-07-06 00:55:26,syntax fix for when MPI is not present,1
1972,53,4767f7e,2007-07-06 23:19:44,NASA presentation,0
1973,54,2344564.0,2007-07-12 22:17:58,Reverted broken fix,1
1978,59,bbe6d53,2007-08-01 22:02:34,Do more tasks in numeric instead of alphabetical order,0
1979,60,e13223a,2007-08-02 17:27:19,Initial check-in of (experimental) ContinuationSystem code.  This is basically a new type of System (derived from FEMSystem) which you can in turn derive your own System from.  It will hopefully allow generic arclength continuation for a System parameter of your choice  provided you add the additional required matrix assembly code.  Still probably a good deal of bugs and non-robust code to be worked out  so use with caution.,1
1981,62,2d864e2,2007-08-02 20:12:59,added a stop() macro which forces a serial run to stop at the desired point until a SIGCONT is recieved,0
1982,63,2b4f485,2007-08-03 19:31:11,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,1
1983,64,620bf61,2007-08-03 19:34:18,did not mean to check in these two,0
1984,65,4da5ec8,2007-08-03 20:10:52,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,1
1984,65,4da5ec8,2007-08-03 20:10:52,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,0
1985,66,21b0b3e,2007-08-03 20:12:33,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,1
1985,66,21b0b3e,2007-08-03 20:12:33,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,0
1986,67,8ff3d72,2007-08-03 20:39:11,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,1
2004,85,d4814ae,2007-09-05 19:10:43,include unistd.h for unlink(),0
2005,86,f4457f6,2007-09-05 21:08:35,Fix undersized buffer,1
2033,114,6cbf369,2007-09-17 19:27:47,*** empty log message ***,0
2034,115,99ddf22,2007-09-18 22:12:51,Fix for coarsening code with use_old_dof_indices==false,1
2035,116,ad44a92,2007-09-18 22:13:40,Refactoring  added estimate_parent_errors support,0
2036,117,fc1b554,2007-09-18 23:08:17,Fixed accidental code deletions,1
2038,119,431a409,2007-09-19 21:03:21,Added delete_nonlocal_elements implementation,0
2039,120,32c1887,2007-09-20 00:09:30,Fixes for VTK tests.,1
2046,127,7e52a88,2007-09-25 19:59:23,Added SerialMesh  UnstructuredMesh classes to MeshBase tree,0
2047,128,b3e72ab,2007-09-25 20:15:45,Fix for ENABLE_PERIODIC && !ENABLE_AMR,1
2048,129,11dc5d0,2007-09-25 20:19:45,Can only set _p_level when ENABLE_AMR is off,0
2049,130,af3ca23,2007-09-25 20:26:00,Fixes for ENABLE_PERIODIC && !ENABLE_AMR,1
2049,130,af3ca23,2007-09-25 20:26:00,Fixes for ENABLE_PERIODIC && !ENABLE_AMR,0
2050,131,5f669c5,2007-09-25 20:31:14,Fixed misplaced ifdefs,1
2060,141,115bc83,2007-10-01 18:34:22,Add Elem::set_parent() function for use by MeshModification code,0
2061,142,4d8a31c,2007-10-01 18:44:02,Fix stupid bug,1
2063,144,95a1e32,2007-10-01 18:55:18,Make Elem::_parent non-const for use in MeshModification methods,0
2064,145,0250b4c,2007-10-01 23:04:38,Fixed parallel bug,1
2068,149,3f76511,2007-10-03 19:27:54,Use namespaced env variables,0
2069,150,edbd719,2007-10-03 19:31:28,Fix bug for case VTK,1
2075,156,0f1a067,2007-10-03 21:02:07,(Hopefully) better configuration and implementation of print_trace(),0
2076,157,e7a546f,2007-10-03 21:09:43,Fix make variable namespace,1
2078,159,f593b04,2007-10-05 20:33:22,Only need mesh_base.h  not mesh.h,0
2079,160,672a835,2007-10-05 20:38:51,fixed for the case of no VTK.,1
2096,177,928614.0,2007-10-08 21:26:06,Added access to the VTK Unstructured grid  also a test in committing source,0
2097,178,d29959a,2007-10-09 13:43:59,no need for the #ifdefs since the vtkUnstructuredGrid is forward declared and only used as a pointer.  This fixes a bug for the case of no VTK support,1
2101,182,ddad4c0,2007-10-09 19:43:07,const bool return type is meaningless - replace with bool,0
2102,183,61c43ec,2007-10-09 20:45:47,"For the VTK connectivity function  if the user requests a ""subchild"" other than zero  throw an error.  The VTK Hex20 is implemented as a single element.",1
2110,191,92a53eb,2007-10-14 21:47:03,This code still has a good deal of extraneous comments  etc and shouldn't be used unless you know what you are doing.,0
2111,192,1.059e+102,2007-10-15 07:37:23,Fixes for --enable-complex,1
2119,200,e65fe86,2007-10-15 21:29:59,removed C++-style comment,0
2120,201,1275212.0,2007-10-15 23:06:37,Fixes for --enable-complex,1
2136,217,50330c3,2007-10-22 23:43:48,Add a quick comment to mapvector class,0
2137,218,f98387d,2007-10-22 23:57:56,Fix for ParallelMesh compatibility,1
2137,218,f98387d,2007-10-22 23:57:56,Fix for ParallelMesh compatibility,0
2138,219,55b27fc,2007-10-23 18:08:04,Don't run ex12 in parallel  MeshData objects don't get set correctly from a parallel Mesh::read().  We should probably fix that someday.,1
2177,258,87a3fde,2007-10-24 18:27:40,honor keywords,0
2178,259,aa03fab,2007-10-24 18:28:19,fixes for allgather and vector_union,1
2186,267,f259e33,2007-10-24 23:11:18,moved consistent with new config.guess,0
2187,268,ba04514,2007-10-25 02:03:16,use templates to test things derived from NumericVector<>.  something wrong with PetscVector<>  though...,1
2187,268,ba04514,2007-10-25 02:03:16,use templates to test things derived from NumericVector<>.  something wrong with PetscVector<>  though...,0
2188,269,e34cad6,2007-10-25 02:04:46,use templates to test things derived from NumericVector<>.  something wrong with PetscVector<>  though...,1
2197,278,f4d7aa0,2007-10-26 10:25:20,test new impl,0
2198,279,e6d0cc5,2007-10-26 11:03:01,fixed localize_to_one,1
2202,283,0e1ec4f,2007-10-26 20:16:45,log some of the potentially more expensive parallel operations,0
2203,284,722058c,2007-10-26 21:38:16,Fix tag  swapped proc id bugs,1
2225,306,864897b,2007-10-31 14:13:42,test the broadcast,0
2226,307,c84a68a,2007-10-31 17:44:43,print a more useful error message,1
2230,311,a8af7de,2007-10-31 18:26:52,Added the newton_progress_check flag  and made the newton_stepgrowth_aggressiveness a class member.  Also  check for initial linear solve tolerance too loose (solver exits in zero iterations.),0
2231,312,a73820a,2007-10-31 21:29:45,Avoid compile bug with --disable-amr and warning with --disable-mpi,1
2252,333,372400000000.0,2007-11-03 20:24:13,Make sure nodes are assigned to a processor where they're active if possible,0
2253,334,cd23404,2007-11-03 22:40:38,Compilation fix for --disable-mpi,1
2268,349,0e8af93,2007-11-04 20:35:19,send_receive for MPI datatypes,0
2269,350,5fc497e,2007-11-05 03:06:29,Fixed cut-n-paste assert bug,1
2278,359,aed82de,2007-11-05 21:40:00,update neighbors after allgather()ing the mesh,0
2279,360,4eda032,2007-11-05 23:00:16,Added n_unpartitioned_* methods  fixed ParallelMesh::n_* methods,1
2286,367,c5e18ab,2007-11-06 08:10:39,Implementations for --diable-mpi,0
2287,368,fcf8a6e,2007-11-06 08:11:14,Fix for --disable-amr,1
2294,375,72497ec,2007-11-06 23:32:07,MeshBase::add_* API changes  bugfixes.,0
2295,376,336b2d5,2007-11-07 00:33:14,"Fix the ""more processors than active elements"" case.",1
2296,377,d789e42,2007-11-07 02:03:49,Tiny optimization for send_receive(vector)  addition of send_receive(vector<vector>),0
2297,378,26d441a,2007-11-07 04:47:05,Type fixes for send_receive(vector<vector>),1
2305,386,cf48a9c,2007-11-07 23:13:24,Set parent and child links to remote_elem on ghost elements  not just neighbor links,0
2306,387,07ca3c9,2007-11-08 05:46:48,Add an assert(!p_level) for now  unless it's fixed that could trigger confusing bugs later.,1
2310,391,31afb0a,2007-11-08 07:09:38,Use make_flags_parallel_consistent whereever applicable,0
2311,392,8e5bd92,2007-11-08 17:13:58,Fall back on returning DistributedVector if PETSc and LASPack aren't enabled  don't just error(),1
2315,396,4e15251,2007-11-08 23:07:26,Remove obsolete Elem::key() and Node::key()  use hashed Point locations as keys for MeshRefinement instead.,0
2316,397,ce2c9fc,2007-11-08 23:20:53,Send global error messages to cerr  but only one copy even in parallel,1
2320,401,6e4b032,2007-11-09 07:25:14,More parallel synchronization code for MeshRefinement,0
2321,402,eeeb526,2007-11-09 16:51:43,Fix node renumbering  add ghost element synchronization,1
2322,403,378ecda,2007-11-09 17:18:47,Clearing mesh is implicitly a type of serialization,0
2323,404,311b1ce,2007-11-09 21:02:05,Added more asserts  fixed stupid _is_serial bug,1
2325,406,178f8b4,2007-11-09 21:29:29,Parallelized MeshTools::bounding_box,0
2326,407,f13b7bc,2007-11-09 21:32:33,Fix missing header,1
2326,407,f13b7bc,2007-11-09 21:32:33,Fix missing header,0
2327,408,6897fd1,2007-11-09 22:11:53,Fixed indexing bug in parallel consistency code,1
2327,408,6897fd1,2007-11-09 22:11:53,Fixed indexing bug in parallel consistency code,0
2328,409,5017d08,2007-11-09 22:19:05,Infinite loop bug fix in parallel consistency code,1
2328,409,5017d08,2007-11-09 22:19:05,Infinite loop bug fix in parallel consistency code,0
2329,410,9ea16ea,2007-11-09 22:24:48,Fixed requests bug in make_nodes_parallel_consistent,1
2329,410,9ea16ea,2007-11-09 22:24:48,Fixed requests bug in make_nodes_parallel_consistent,0
2330,411,70d3848,2007-11-09 22:55:59,Fix _new_nodes_map bug  use a more reliable key for n0 n1 n2 large,1
2332,413,62ec51c,2007-11-09 23:02:15,Bugfix in parallel consistency code,0
2333,414,32f04ec,2007-11-10 00:18:07,Fix parallel synchronization bugs,1
2337,418,cdff589,2007-11-10 07:04:29,Prototypes for parallel checking code of cached n_* values,0
2338,419,38a52de,2007-11-10 07:06:13,Fixes for --disable-amr,1
2343,424,0224ba3,2007-11-10 19:18:03,Added Parallel::verify() for --disable-mpi,0
2344,425,397b5e7,2007-11-10 19:41:17,Fixed cut-n-paste bug in assert(),1
2345,426,d109f15,2007-11-10 19:42:27,Explicitly serialize for I/O  Don't try to skip AMR examples with ParallelMesh anymore,0
2346,427,782a8aa,2007-11-10 19:51:01,Fix for adaptive make_links_to_me_remote,1
2346,427,782a8aa,2007-11-10 19:51:01,Fix for adaptive make_links_to_me_remote,0
2347,428,6a8edca,2007-11-10 22:39:21,Fixes for code that might encounter remote_elem,1
2348,429,ca5f4cb,2007-11-10 22:40:12,Trivial change for easier debugging,0
2349,430,8500336.0,2007-11-10 22:40:41,Fix for remote_elem encountering code,1
2358,439,c160760,2007-11-11 04:44:24,Updated dependencies,0
2359,440,0c665cd,2007-11-11 07:46:15,Don't error() if which_neighbor_am_i fails  just return invalid_uint,1
2364,445,eb0d079,2007-11-11 08:20:57,More assert_valid_neighbors() checks,0
2365,446,996af2c,2007-11-11 08:22:13,Fixes in make_links_to_me_remote  assert valid which_neighbor_am_i,1
2367,448,4ad0317,2007-11-11 09:15:12,More asserts,0
