,index,hash,time,message,buggy
2123,296,6813543.0,2017-07-18 16:53:10,Corrected the calculation of the mean absolute error in the spherical avergave of speed of sound. Regenerated corresponding test.,1
2125,299,e9843ec,2017-07-18 18:04:36,Work on reenabling tests of all variables,0
2126,300,da144d5,2017-07-18 19:06:32,Modified the reference file for the test according to abiref. This is a bit of a cheat  but the error reported by this machine was:  t45.out passed: absolute error 0.005 < 1.1  relative error 0.0005465 < 0.12 [file=t45.out],1
2127,300,ba19c43,2017-07-18 21:01:05,Merge branch 'develop' of abigit:trunk/abinit into develop,0
2128,302,3c09975,2017-07-19 08:25:18,Fix typo,1
2131,304,5bdd9f5,2017-07-19 10:28:16,"Replace ""class"" by ""tribe""",0
2132,305,5c839ce,2017-07-19 10:30:05,Fix minor bug,1
2132,305,5c839ce,2017-07-19 10:30:05,Fix minor bug,0
2133,306,d9dbde4,2017-07-19 10:55:40,bug correction for merge-request,1
2133,306,d9dbde4,2017-07-19 10:55:40,bug correction for merge-request,0
2134,308,63de7a2,2017-07-19 11:11:31,Shorten the beginning of the var files. Also fix numerous small typos/links.,1
2135,308,b5b287f,2017-07-19 11:16:56,Improve the heade rof the generated files in the bibliography directory,0
2136,309,c63e1b1,2017-07-19 11:30:02,Fix many links,1
2143,316,a0b6a80,2017-07-19 12:30:27,abi_check.py is OK,0
2144,318,2d0e1d1,2017-07-19 13:09:21,bug in html links,1
2145,319,fc837c4,2017-07-19 13:13:57,Start restructure generate_doc.py,0
2146,320,0a0bd8a,2017-07-19 13:59:58,Rename theory_XXX.yml to theorydoc_XXX  and also fix numerous links.,1
2151,324,5cfd169,2017-07-19 15:43:35,More cleaning,0
2152,325,5b3597f,2017-07-19 15:47:27,"Fix closing of ""balises"" remarked by JMB",1
2152,325,5b3597f,2017-07-19 15:47:27,"Fix closing of ""balises"" remarked by JMB",0
2153,326,87fe7fa,2017-07-19 17:32:32,bug correction for the test farm.,1
2154,327,74b1e37,2017-07-19 17:45:43,Merge remote-tracking branch 'trunk/input-web' into input-web,0
2155,329,5a1368b,2017-07-19 20:34:17,Extract invariant to avoid internal compiler error with intel2013_sp1.1.106,1
2156,330,19d1ffb,2017-07-20 07:45:58,Merge gmatteo/assumed-length/5404 into _gmatteo,0
2157,330,2da9b8a,2017-07-20 08:12:42,Remove errors detected by linkchecker for bibliography,1
2159,333,0a230ac,2017-07-20 08:43:27,Upgrade abifre.bib  and clean theory dir,0
2160,333,8fe0297,2017-07-20 08:47:35,Fix links,1
2160,333,8fe0297,2017-07-20 08:47:35,Fix links,0
2161,334,e022dfa,2017-07-20 09:02:42,Fix problems detected by linkchecker in tutorial doc,1
2161,334,e022dfa,2017-07-20 09:02:42,Fix problems detected by linkchecker in tutorial doc,0
2162,336,479b633,2017-07-20 09:19:08,Fix links in turtorial dir,1
2162,336,479b633,2017-07-20 09:19:08,Fix links in turtorial dir,0
2163,336,5ad515f,2017-07-20 09:54:43,Fix links in users dir,1
2167,340,41c7af8,2017-07-20 10:20:56,link correction for topics,0
2168,342,5ecc5d9,2017-07-20 10:47:47,Continue to fix links  in tutorial and theory,1
2170,343,648a72a,2017-07-20 11:01:55,html link corrections in topics,0
2171,345,b88be39,2017-07-20 11:13:57,More links fixed,1
2176,350,3487a40,2017-07-20 11:35:15,Merge jollet/input-web' into input-web,0
2177,350,ca4d2dc,2017-07-20 11:47:18,Fix links in bibliography file,1
2177,350,ca4d2dc,2017-07-20 11:47:18,Fix links in bibliography file,0
2178,351,1be8ce2,2017-07-20 12:14:34,Many link fixed,1
2179,352,9fcc60c,2017-07-20 12:15:06,Regenerate html files,0
2180,353,e3fab77,2017-07-20 12:33:29,Fix several links,1
2180,353,e3fab77,2017-07-20 12:33:29,Fix several links,0
2181,355,9e07ffa,2017-07-20 13:01:16,Fix bugs that created problems for link,1
2181,355,9e07ffa,2017-07-20 13:01:16,Fix bugs that created problems for link,0
2182,355,e5ffa87,2017-07-20 13:04:33,Fix links in topics dir,1
2182,355,e5ffa87,2017-07-20 13:04:33,Fix links in topics dir,0
2183,356,f68460c,2017-07-20 13:08:45,More links fixed. Likely final ...,1
2184,358,65e8134,2017-07-20 13:27:14,Update links,0
2185,358,c623fdc,2017-07-20 13:38:43,Fix the problem to make the infos_html tar.gz file,1
2185,358,c623fdc,2017-07-20 13:38:43,Fix the problem to make the infos_html tar.gz file,0
2186,359,3602954.0,2017-07-20 13:52:58,Reference fixes. Also correct a title.,1
2190,364,65bba6b,2017-07-20 15:05:45,Merge jollet/input-web into input-web,0
2191,365,41ba523,2017-07-20 17:51:37,Minor fixes  after merge with François.,1
2191,365,41ba523,2017-07-20 17:51:37,Minor fixes  after merge with François.,0
2192,365,a12c654,2017-07-20 19:27:37,Fix URL,1
2193,367,90398d5,2017-07-20 20:23:17,Regenerate the doc,0
2194,368,f4f15ec,2017-07-20 20:51:52,Correct fix this time ?!,1
2204,377,7f0902c,2017-07-24 15:52:59,Imported the text of the tdepes lesson inside abinit/doc.,0
2205,378,096d87c,2017-07-24 16:07:26,Minor fix,1
2212,385,ee51469,2017-07-25 10:12:14,Clean,0
2213,387,e48bdf3,2017-07-25 10:25:42,Improve comment. Fix equation in lesson_tdepes.,1
2215,389,2a934c5,2017-07-25 11:26:43,"Order the ""Howto"" list using the keywords instead of the names",0
2216,389,aa27190,2017-07-25 11:45:56,Improve an error message in check_forbidden_in_doc_yml.py  and clean one of the references.,1
2220,393,ac719c2,2017-07-25 18:12:08,Merge remote-tracking branch 'trunk/input-web' into input-web,0
2221,394,3a15aaf,2017-07-26 08:50:55,Fix several problems due to the change of name temp to tdepes  hf to hybrids then to Hybrids. Should pass the tests on abiref_debug,1
2223,396,aa4438c,2017-07-26 08:59:56,Merge jollet/input-web into input-web,0
2224,398,269c2fe,2017-07-26 09:54:37,"Define ""misc"" bibtex entrey   correct ""masterthesis"" to ""mastersthesis""    fix several typos.",1
2224,398,269c2fe,2017-07-26 09:54:37,"Define ""misc"" bibtex entrey   correct ""masterthesis"" to ""mastersthesis""    fix several typos.",0
2225,399,1f5768f,2017-07-26 10:16:03,Fix a bug in the ordering of the title/subtitle in the lists of files. Also miscellaneous fixes.,1
2225,399,1f5768f,2017-07-26 10:16:03,Fix a bug in the ordering of the title/subtitle in the lists of files. Also miscellaneous fixes.,0
2226,400,68fde11,2017-07-26 10:53:57,Fix typo,1
2226,400,68fde11,2017-07-26 10:53:57,Fix typo,0
2227,401,9ec5fd6,2017-07-26 11:33:03,Fix issues in lesson_DMFT. Also add the needed references.,1
2228,401,eafa725,2017-07-26 11:34:21,Merge develop into input-web,0
2229,403,9f6b2ae,2017-07-26 12:19:56,abi_checks.py checks the topic name and tribe provided for each input variable. One error was detected. Apparently  still 133 input variables that do not have yet a topic+tribe.,1
2229,403,9f6b2ae,2017-07-26 12:19:56,abi_checks.py checks the topic name and tribe provided for each input variable. One error was detected. Apparently  still 133 input variables that do not have yet a topic+tribe.,0
2230,403,5bfe812,2017-07-26 12:47:10,Improve capture of errors in yml files.,1
2231,405,e60969a,2017-07-26 13:08:43,Suppress the doku2html function  not appropriate.,0
2232,406,ede9a40,2017-07-26 13:13:19,Reinstall some error messages  lost due to overwriting.,1
2246,419,36dd43a,2017-07-27 10:14:02,"""specials"" has been replaced by ""externals""  which is more accurate. Also  the namespace varset:   is OK.",0
2247,420,e83a619,2017-07-27 10:27:38,Minor fixes,1
2268,441,f209417,2017-07-27 21:28:58,Apply generate_doc.py,0
2269,443,dfc1a5a,2017-07-27 21:45:39,Fix several problems detected by the test farm.,1
2272,445,5fe45a8,2017-07-28 06:18:59,Work on filemodifier.py to allow inserting sections,0
2273,446,93a83bc,2017-07-28 07:51:11,Fix varfile=>varset in generated_doc.py  and apply it,1
2275,449,c9d373e,2017-07-28 08:27:12,Continue the rename of varfiles to varsets,0
2276,450,eb49b62,2017-07-28 08:54:49,Fix minor problems with links and other things  detected by the test farm,1
2299,472,116120f,2017-07-29 13:07:34,Reorder the  input variables according to the alphabet,0
2300,473,19fe6e7,2017-07-29 20:58:19,Improves abicheck.py  to detect more problems. Also fix a few of them.,1
2314,488,93072ab,2017-07-31 11:23:41,Set strict=0  for the test farm.,0
2315,489,6a85635,2017-07-31 11:44:00,Fix typo,1
2317,491,bd94723,2017-07-31 13:44:03,Suppress the linke with gwls_second_model_parameter,0
2318,492,55e878b,2017-07-31 13:50:45,Fix links  problems detected with linkchecker.,1
2318,492,55e878b,2017-07-31 13:50:45,Fix links  problems detected with linkchecker.,0
2319,492,03bbac8,2017-07-31 14:39:52,Fix links,1
2326,71,9041f77,2017-08-01 10:24:32,Add nonlop_dfpt_test,0
2327,499,91729f9,2017-08-01 12:03:17,Minor fixes  for errors detected by linkchecker. Also update abichecks/abirules/Refs/t01.out.,1
2328,500,feadb87,2017-08-01 12:13:30,Apply generate_doc.py,0
2329,501,8e192ed,2017-08-01 12:15:40,Fix small3* (should be small)  detected by JMichel,1
2344,74,ed1bc04,2017-08-04 14:18:43,Merge correction part I : NC results has not changed  slight changes in rf2 routines in PAW (which change nonlinear results...),0
2345,514,f29aea8,2017-08-04 15:55:12,Fix many links related to aim,1
2348,517,e41056b,2017-08-04 20:20:03,Add tests/v5/Input/t22.in that ghad been erased incorrectly ?!,0
2349,519,0e97d1a,2017-08-04 20:25:27,Fix incorrect link,1
2349,519,0e97d1a,2017-08-04 20:25:27,Fix incorrect link,0
2350,520,ec488c7,2017-08-04 21:28:34,Fix a link  and update a reference,1
2359,528,7166623.0,2017-08-05 16:07:59,Shorten more links,0
2360,530,89956c6,2017-08-05 16:11:49,Shorten and fix some links,1
2361,531,817237c,2017-08-05 16:45:29,More shortcuts,0
2362,532,01531b6,2017-08-05 16:53:20,More shortening and fixes,1
2362,532,01531b6,2017-08-05 16:53:20,More shortening and fixes,0
2363,533,f7e6af6,2017-08-05 17:13:42,More shortening and fixes. All input variables should be addressed with shortcuts now !,1
2364,533,3646ba2,2017-08-05 18:12:46,Reestablish full flow of generate_doc.py,0
2365,534,6ffeeae,2017-08-05 18:26:43,Fix wrong URLs detected by linkchecker,1
2365,534,6ffeeae,2017-08-05 18:26:43,Fix wrong URLs detected by linkchecker,0
2366,535,320619e,2017-08-05 19:23:07,FIx more links,1
2369,539,fd14749,2017-08-06 06:35:13,Lesson base1,0
2370,540,631b3eb,2017-08-06 06:44:54,Lesson2 + fix,1
2388,557,c07ac35,2017-08-06 14:51:25,Lesson_paral_mbt,0
2389,558,7c74153,2017-08-06 18:47:54,Fix update of abirules/Refs/t01.out,1
2409,578,efa4e34,2017-08-07 12:00:35,Help_anaddb,0
2410,579,878cfb7,2017-08-07 12:09:51,Fix recognition of links,1
2418,587,adb6094,2017-08-07 13:15:00,Rename what_ABINIT_does,0
2419,589,9513290.0,2017-08-07 13:19:19,Fix link,1
2430,599,026ab27,2017-08-07 21:37:58,Links with the namespace bib: are recognized. Use shortcuts for lessons_gw*,0
2431,600,490b3af,2017-08-07 21:48:13,Fix different typos,1
2433,76,9c19093,2017-08-07 23:09:19,Merge branch 'nonlinear' of abilab:baguetl/abinit into nonlinear,0
2434,601,d000db2,2017-08-08 05:40:26,Fix typo,1
2434,601,d000db2,2017-08-08 05:40:26,Fix typo,0
2435,602,a358b5f,2017-08-08 05:46:13,Fix ref and typo,1
2435,602,a358b5f,2017-08-08 05:46:13,Fix ref and typo,0
2436,604,5863f14,2017-08-08 06:09:08,"Improve help_features.html . Also fix creation of links ("" "" was missing)",1
2440,608,6950a89,2017-08-08 07:56:30,Apply generate_doc.py,0
2441,608,15ee0bd,2017-08-08 08:00:20,Minor fixes,1
2451,616,e1f290b,2017-08-08 19:11:24,Remove lotf  slab  alch  jell from the list of allowed tribes.,0
2452,617,d0764dc,2017-08-08 19:16:39,Fix link,1
2457,621,8acf2f0,2017-08-08 21:07:47,Suppress now unappropriate NONLINEAR characteristics,0
2458,622,bdb6991,2017-08-08 21:17:01,Fix link,1
2469,633,cbdb0f2,2017-08-09 13:39:26,Clean topic crystal + other minor issues.,0
2470,634,65264a9,2017-08-09 13:59:26,Many small fixes,1
2475,639,ff76d3f,2017-08-09 15:50:26,Implement reading of a density file with spin conversion (can convert every nspden case),0
2476,640,1af7fb3,2017-08-09 16:13:00,Many small fixes,1
2476,640,1af7fb3,2017-08-09 16:13:00,Many small fixes,0
2477,642,bb69b4f,2017-08-09 17:46:44,Fix one remaining effmass,1
2477,642,bb69b4f,2017-08-09 17:46:44,Fix one remaining effmass,0
2478,642,caa750e,2017-08-09 17:47:51,Another fix for effmass,1
2506,669,042f03b,2017-08-10 20:53:58,Link topic Bader.,0
2507,669,be3e291,2017-08-11 05:20:10,Fixes for the infos tar.gz  from Jean-Michel. Also miscellaneous improvements of topics.,1
2535,697,93ae1eb,2017-08-11 19:27:19,Changes needed after a first round on the testfarm,0
2536,697,1a3faad,2017-08-11 21:34:45,Fix a remaining problem with backlinks in topics,1
2549,711,8d06942,2017-08-12 14:51:47,Create topic GeoConstraints,0
2550,712,177cd82,2017-08-12 16:40:25,Fix topics for some input files. Start to prepare finding inputvariables in input files.,1
2568,730,6f96c2b,2017-08-13 20:46:47,Adjust some tolerances,0
2569,730,477ce55,2017-08-14 07:09:10,Finalize varset_stats. Also fix typo occurrence (was often occurence),1
2596,758,cf073f7,2017-08-16 06:59:40,Minor adjustments in typo,0
2597,759,b461871,2017-08-16 08:55:00,Fix incoherent allocation of amass,1
2612,10,123d386,2017-08-22 07:58:23,Merge remote-tracking branch 'trunk/develop' into develop,0
2613,84,f60023f,2017-08-22 16:01:28,Correct a bug in pawinit when ixc=0. Initialize an array to zero even when ixc=0,1
2614,2,4cca9ae,2017-08-22 16:14:01,Ensure nproc_slk>0,0
2615,3,10b2a85,2017-08-22 16:18:29,Bug fix (test case from R. Cohen): prtden<0 was not compatible with parallelism over atoms,1
2615,3,10b2a85,2017-08-22 16:18:29,Bug fix (test case from R. Cohen): prtden<0 was not compatible with parallelism over atoms,0
2616,4,a4eb856,2017-08-23 13:16:09,Bug fix: g-vectors were not correctly computed when getcell/=0,1
2616,4,a4eb856,2017-08-23 13:16:09,Bug fix: g-vectors were not correctly computed when getcell/=0,0
2617,5,96db9d4,2017-08-23 16:42:51,Bug fix: had tu use blas intead of matmul in m_fock (because of the increment in an array),1
2617,5,96db9d4,2017-08-23 16:42:51,Bug fix: had tu use blas intead of matmul in m_fock (because of the increment in an array),0
2618,6,5b9d0af,2017-08-23 17:58:09,Another bug fix in m_fock,1
2623,9,cca257f,2017-08-28 14:47:40,ELPA 2017 support (new F2008 API),0
2624,86,817c771,2017-08-28 17:03:40,Bug fix in opernld_ylm  concerns only choice=81,1
2624,86,817c771,2017-08-28 17:03:40,Bug fix in opernld_ylm  concerns only choice=81,0
2625,10,e61e3bb,2017-08-28 18:51:17,Bug fix in pawdijxc (case pawxcdev=0 only  very rare),1
2625,10,e61e3bb,2017-08-28 18:51:17,Bug fix in pawdijxc (case pawxcdev=0 only  very rare),0
2626,87,5f6c118,2017-08-28 19:17:14,Correct a bug when pawxcdev=0,1
2637,88,4e1ee4b,2017-09-04 13:52:48,Improvment of the nonlop test script,0
2638,89,f26242a,2017-09-04 15:13:57,Bug fix + improvment of nonlop test,1
2659,28,c2d2b3c,2017-09-15 18:52:06,BigDFT upgrade (following libXC upgrade) + libPAw improvments,0
2660,29,85bff4c,2017-09-15 18:56:46,Bug fix in m_pawdij (concerns only electronpositron) - Thanks to J. Wiktor,1
2660,29,85bff4c,2017-09-15 18:56:46,Bug fix in m_pawdij (concerns only electronpositron) - Thanks to J. Wiktor,0
2661,30,85c2929,2017-09-15 19:38:18,correct wrong hyperlinks (following website upgrade),1
2666,35,873b1cf,2017-09-17 13:21:51,Improve slightly the previous commit.,0
2667,36,370776f,2017-09-17 21:18:50,Fix the last problem detected by linkchecker in v8.4.4,1
2669,63,f72a126,2017-09-19 12:13:20,remove the dimension for the imaginary part for the IFC (reduce the memory usage),0
2670,83,0d14638,2017-09-19 12:35:15,fix dimension in atmfrc array,1
2718,37,2892b0d,2017-09-26 14:26:04,Use rprimd as argument of hartre,0
2719,122,52563.0,2017-09-26 14:26:35,Fix xclevel determination.,1
2725,47,efbe69c,2017-09-26 16:10:54,Rename rhohxc to rhotoxc (not for psolver and positro  though),0
2726,129,74f5753,2017-09-26 16:12:52,Fix minor stuff,1
2726,129,74f5753,2017-09-26 16:12:52,Fix minor stuff,0
2727,46,8269bbb,2017-09-26 22:18:06,Fix too long lines,1
2728,47,173644d,2017-09-27 08:32:23,Merge remote-tracking branch 'remotes/origin/ace_1' into ace_2,0
2729,132,f3350fb,2017-09-27 08:39:28,Fix incorrect args of hartre,1
2731,7,a274e1e,2017-09-27 11:07:33,Merge branch 'release-8.6.0' of gitlab.abinit.org:trunk/abinit into release-8.6.0,0
2732,8,9e97733,2017-09-27 11:33:11,Correct type initialisations  to avoid compiler error messages,1
2732,8,9e97733,2017-09-27 11:33:11,Correct type initialisations  to avoid compiler error messages,0
2733,133,0671f5e,2017-09-27 11:40:55,Fix compiling issues,1
2739,1,a85c873,2017-09-27 13:40:57,Allow DFT+DMFT calculation to be compatible with usepawu=4 (ie use non magnetic Exc) Need to create another keyword not related to usepawu.,0
2740,9,e7c34f8,2017-09-27 13:48:11,Fix compile problems.,1
2746,2,383123b,2017-09-27 15:22:11,Correct condition for dmft_dc is usepawu 14,0
2747,3,942659f,2017-09-27 16:07:56,Update references in cRPA after BUG correction.,1
2747,3,942659f,2017-09-27 16:07:56,Update references in cRPA after BUG correction.,0
2748,57,fa52940,2017-09-28 08:44:26,Update two reference files : the rhog extraction allowed to fix a bug !,1
2749,58,08273d3,2017-09-28 08:50:07,Merge remote-tracking branch 'remotes/origin/ace_2' into ace_3,0
2750,144,399b9b7,2017-09-28 10:13:07,Minor fix,1
2753,70,3bc9646,2017-09-28 12:38:37,Implement algorithm with a compensating vxc in case of hybrids,0
2754,63,b6e9a68,2017-09-28 12:46:22,Fix typos. Now  pass abilint.,1
2754,63,b6e9a68,2017-09-28 12:46:22,Fix typos. Now  pass abilint.,0
2755,72,e4b3829,2017-09-28 13:34:11,Fixed bugs. Now the compilation is OK. SCF with compensating xc potential is thus coded. Will now test ...,1
2758,12,8440311.0,2017-09-28 15:25:58,Merge branch 'release-8.6.0' of gitlab:trunk/abinit into release-8.6.0,0
2759,66,7363dc2,2017-09-28 18:35:14,bug correction for stresses in fock calculations,1
2761,78,bff7162,2017-09-29 11:35:18,Now the energies are computed correctly. Also  a multiplicative factor has been indluced. Preliminary tests show a value of 2 is to be preferred ?!,0
2762,79,7091f3f,2017-09-29 14:40:00,abirules fix,1
2762,79,7091f3f,2017-09-29 14:40:00,abirules fix,0
2763,155,71cf355,2017-09-29 18:06:35,bug correction for stresses in Fock ACE,1
2767,82,76c8565,2017-10-02 14:48:45,Merge branch 'develop' of gitlab.abinit.org:gingras.ol/abinit into dev_gingras,0
2768,73,53c5c9a,2017-10-02 16:34:20,bug corrections for abiref serial,1
2779,81,3d8578c,2017-10-03 12:53:31,typo,0
2780,15,f1ff83c,2017-10-03 13:01:49,Fix the declrataion and innder document of chkdilatmx,1
2785,174,98b9854,2017-10-03 15:10:24,Remove 3rd order,0
2786,16,6da0313,2017-10-03 15:39:40,Fix gub (endif missing),1
2790,85,7de34da,2017-10-04 11:14:45,remove double quote in specs/testfarm.conf for libxml config,0
2791,178,f6eef3b,2017-10-04 15:02:46,petrus and max2 fix,1
2797,93,70eec59,2017-10-05 14:33:53,Change testfarm,0
2798,185,0f0e002,2017-10-05 18:24:07,Fixed the translation vector L0 used in v1phq_complete,1
2813,198,739c1b1,2017-10-09 14:28:25,Implemented scaling factor for hybrid compensation  but energy double counting is not yet OK.,0
2814,124,e29488c,2017-10-09 16:00:07,Fix problems with the doc of chkdilatmx  and ROBODOC.,1
2824,132,f7540dd,2017-10-11 12:40:18,Document the new input variables fockaux_ixc and fockaux_scal. Update the documentation.,0
2825,98,4f4c7a0,2017-10-11 13:26:52,Correct bugs due to merge (rhotoxc),1
2825,98,4f4c7a0,2017-10-11 13:26:52,Correct bugs due to merge (rhotoxc),0
2826,133,e802a01,2017-10-11 14:49:43,Fix minor problem for ROBODOC,1
2844,94,4225071.0,2017-10-12 15:59:32,missing https for ref file,0
2845,95,61be066,2017-10-13 11:07:09,Now compile  and tests execute correctly. Use of auxc_ixc is rationalized  including default value. Fix typo in the doc for auxc_ixc.,1
2861,150,c055281,2017-10-17 08:08:11,Regenerate doc  on the basis of Matteo's modifications for theory BSE and MBPT (latex + mathjax),0
2862,151,b0cca5f,2017-10-17 08:30:39,Fix references in the abiref.bib file,1
2862,151,b0cca5f,2017-10-17 08:30:39,Fix references in the abiref.bib file,0
2863,38,3c760f4,2017-10-17 08:39:34,Fix anchor problem in bib_acknow.htm,1
2865,100,4a14566,2017-10-17 11:28:39,third Vxc rotation method added (explicit roation matrix) turns out to be numerically unstable,0
2866,154,a255043,2017-10-17 12:29:17,Fix typos in topic_DFT+U,1
2867,41,3da09be,2017-10-17 12:34:31,Adjust tolerabces for graphene_macports,0
2868,224,001b44f,2017-10-17 15:22:44,graphene seems very sensitive for tutorial positron test - normally I did not touch anything which could have triggered this bb error,1
2874,160,c346e40,2017-10-17 21:20:11,Update contributor file,0
2875,4,6fd35ca,2017-10-18 08:05:28,Update cRPA tutorial (to take into account bug in the calculation of J).,1
2876,103,a0b4205,2017-10-18 09:27:18,Merge remote-tracking branch 'trunk/develop' into Multibinit,0
2877,227,3172d85,2017-10-18 09:42:15,fix dimension of atmfrc in 80/m_tdep_abitype,1
2888,109,d1f78f5,2017-10-18 15:28:44,Merge branch 'develop' of gitlab.abinit.org:gingras.ol/abinit into dev_gingras,0
2889,110,5e057a4,2017-10-18 15:51:01,Fix bugs. Document nkptns_hf. Also modify nkpthf documentation.,1
2902,116,361db10,2017-10-19 08:57:57,Echo nnsclohf in a more economical way (will need change the references). Clean the debug.,0
2903,248,90fad50,2017-10-19 11:23:42,Determine a better nbandhf default value  echo nbandhf and nkpthf when it is useful  import stress bug fix from François  upgrade many refs files  BUT libxc#67 68  69 are not correct ?!,1
2906,29,9e48c89,2017-10-19 12:35:52,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0
2907,250,8c231a4,2017-10-19 14:08:01,Fix a bug  and then update the remaining references.,1
2911,124,37a6bd3,2017-10-19 14:39:03,Merge branch 'ace_6' into ace_1,0
2912,254,1fad9ee,2017-10-19 15:07:52,bug corrections for stresses in the Fock context: Stresses in PAW now work and parallel calculations also,1
2913,255,36bb379,2017-10-19 15:08:02,trial beautification of berryphase new subroutine,0
2914,127,998c32d,2017-10-19 15:54:05,Fix compile problem ELPA. Progress in the def of test libxc#72,1
2918,131,728330000000.0,2017-10-19 23:38:26,Preliminary version of GKK file,0
2919,132,943115e,2017-10-20 08:01:03,Fix a bug with the ordering of loops in smpbz,1
2919,132,943115e,2017-10-20 08:01:03,Fix a bug with the ordering of loops in smpbz,0
2920,2,f1bd22b,2017-10-20 09:27:40,Fix bug in smpbz (taking into account shiftk was incorrect),1
2926,139,70cd422,2017-10-20 10:33:51,Merge branch 'develop' into ace_6,0
2927,268,d2982a8,2017-10-20 12:11:07,Fix memory leak in smpbz   fix incorrect links,1
2928,141,4335ab8,2017-10-20 12:13:03,Add fockdownsampling input variable in test v7#70. A real test will come later.,0
2929,270,c14815f,2017-10-20 13:06:01,Fix problem with the shifts   use norm conserving for test libxc#72,1
2931,272,5e4774c,2017-10-20 13:40:41,things in progress (handle with care),0
2932,273,40a29c8,2017-10-20 14:03:57,bug correction for Fock forces,1
2941,280,26f1999,2017-10-21 22:39:36,shift call output to outwf for ddk fil wrt berry phase output,0
2942,281,f9b139a,2017-10-22 00:07:40,fix mem leak,1
2942,281,f9b139a,2017-10-22 00:07:40,fix mem leak,0
2943,156,097dc9c,2017-10-23 08:19:46,Fix the echo of kptns_hf,1
2947,286,4339c04,2017-10-23 10:44:15,Add support for DDk.nc to ddk_init  netcdf output in optic,0
2948,287,5efcef6,2017-10-23 12:17:48,Create Refs for libxc #72&73   Create test paral#09. Minor fixes for the sources.,1
2949,162,e7318c7,2017-10-23 12:20:54,Clean debugging,0
2950,5,bf458bf,2017-10-23 15:28:00,Typos and still working on the cRPA bug on J,1
2950,5,bf458bf,2017-10-23 15:28:00,Typos and still working on the cRPA bug on J,0
2951,6,d66b0d3,2017-10-23 18:05:45,Typos and bugs,1
2952,7,fbeeffc,2017-10-23 18:15:31,Suppress comment in pawpuxinit,0
2953,163,e9d2b36,2017-10-23 22:49:00,Fix compilation errors on slaves without netcdf,1
2955,8,eb705e1,2017-10-24 09:58:31,Update Refs for some cRPA tests,0
2956,164,2c584e0,2017-10-24 12:17:39,Update release notes and minor fixes in the list of contributors,1
2956,164,2c584e0,2017-10-24 12:17:39,Update release notes and minor fixes in the list of contributors,0
2957,165,0d24b12,2017-10-24 13:46:14,method 2 for vxc1 is working properly  but poor convergence  method1 contains mistakes  to continue fixing metallic corrections,1
3040,352,b667700,2017-10-31 15:04:18,merge with trunk  conflicts resolved,0
3041,237,e454c75,2017-10-31 15:14:58,There is an erratic problem with nag@abiref for v7#80 even in v8.7.1 . Exclude host ...,1
3042,238,79dbc1f,2017-10-31 15:50:38,compilation after merge ok  v8[20] updated for new calden,0
3043,355,f95a2be,2017-10-31 16:51:21,Introduce new test libxc#74 with a pseudopotential that has a nonlinear core correction  and fix problems detected.,1
3044,356,427aaaf,2017-10-31 19:20:51,Update refs,0
3045,357,b2a2b70,2017-10-31 20:48:55,Modify test 72 to make it less sensitive to numerical errors. Also use option -medium.,1
3045,357,b2a2b70,2017-10-31 20:48:55,Modify test 72 to make it less sensitive to numerical errors. Also use option -medium.,0
3046,358,289fd13,2017-10-31 20:51:15,Fix typo,1
3058,370,6eca741,2017-11-01 12:27:48,Small changes to fortran files,0
3059,371,02fa3c5,2017-11-01 12:30:08,fixed small typo,1
3062,258,92e018e,2017-11-01 16:47:02,update configure.ac,0
3063,375,256e1b6,2017-11-01 16:53:14,spelling error fixed,1
3073,385,770cb5e,2017-11-02 17:59:50,Strangely max2 complained about the previous deallocation coding. Should work now...,0
3074,386,a9fc1f8,2017-11-02 18:13:54,Fix an allocation problem. However  max2 is still complaining about test libxc#72. I do not find the bug. So  exclude the host.,1
3074,386,a9fc1f8,2017-11-02 18:13:54,Fix an allocation problem. However  max2 is still complaining about test libxc#72. I do not find the bug. So  exclude the host.,0
3075,271,e51430e,2017-11-02 20:48:48,Fix inlined ABI_ALLOCATE  exclude host max2 for libxc#74 (deallocation problem)  introduce new input variable ixc_adv,1
3080,392,c9a650d,2017-11-03 13:03:38,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into ddk,0
3081,393,88fb9d0,2017-11-03 13:14:58,small bug fix,1
3081,393,88fb9d0,2017-11-03 13:14:58,small bug fix,0
3082,278,3b24460,2017-11-03 13:23:41,output renaming fixed,1
3095,402,19b440c,2017-11-05 15:15:14,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into ddk,0
3096,34,8a2ebd9,2017-11-05 15:18:12,workaround for internal compiler error with gcc <= 4.8,1
3097,35,ecb6672,2017-11-05 15:18:20,Merge branch 'develop' of gitlab.abinit.org:trunk/abinit into eph,0
3098,1,8e83f02,2017-11-05 21:32:09,Fix typo,1
3117,310,c232862,2017-11-06 12:23:58,Optional argument was missing for size_dvxc. Initialize the ixc_adv of calc_vhxc_me using the optional features of libxc.,0
3118,311,d0bcda4,2017-11-06 13:08:05,Fix issues linked with optional arguments xc_funcs. Now all tests pass  and the xc_funcs is used systematically  including for the GW part (sigma matrix elements).,1
3118,311,d0bcda4,2017-11-06 13:08:05,Fix issues linked with optional arguments xc_funcs. Now all tests pass  and the xc_funcs is used systematically  including for the GW part (sigma matrix elements).,0
