,index,hash,time,message,buggy
4424,357,830c9e8,2016-12-16 11:22:25,Merge branch 'USER-DPD_internal_energy' of https://github.com/timattox/lammps_USER-DPD into corrections-and-bugfixes,0
4425,1072,0a17684,2016-12-16 11:35:42,extra python_wrapper change needed for last patch,1
4425,1072,0a17684,2016-12-16 11:35:42,extra python_wrapper change needed for last patch,0
4426,735,81a2db8,2016-12-16 11:36:54,17Dec16 patch,1
4426,735,81a2db8,2016-12-16 11:36:54,17Dec16 patch,0
4427,39,cfa61b9,2016-12-16 12:37:41,Fixing runtime issues in fix_eos_table_rx_kokkos,1
4427,39,cfa61b9,2016-12-16 12:37:41,Fixing runtime issues in fix_eos_table_rx_kokkos,0
4428,262,8474453.0,2016-12-16 15:02:41,Merge branch 'master' into USER-DPD_kokkos: as of 17Dec16 patch,1
4428,262,8474453.0,2016-12-16 15:02:41,Merge branch 'master' into USER-DPD_kokkos: as of 17Dec16 patch,0
4429,40,8474453,2016-12-16 15:02:41,Merge branch 'master' into USER-DPD_kokkos: as of 17Dec16 patch,1
4438,275,2ba424e,2016-12-19 15:11:52,USER-DPD: Whitespace cleanup to pair_dpd_fdt_energy.cpp,0
4439,45,000df6e,2016-12-19 15:20:10,Fixing what seems to be a Kokkos bug  I will submit to Kokkos lib developers too,1
4440,46,99910fc,2016-12-19 15:27:16,Adding CPU runtime tested version of pair_dpd_fdt_energy_kokkos,0
4441,47,6f51c3b,2016-12-19 16:25:31,Fixing issues in pair_multi_lucy_rx_kokkos,1
4444,277,590f317,2016-12-20 11:03:16,fix_momentum_kokkos: don't override init(),0
4445,312,c4e02a5,2016-12-20 11:17:11,USER-DPD: more whitespace fixes,1
4450,11,8b5e15e,2016-12-20 16:30:50,add a Makefile for the White testbed,0
4451,51,35803c7,2016-12-20 17:03:46,Fixing issues found during GPU runtime testing,1
4458,144,ea76041,2016-12-21 08:54:40,CUDA-friendly fix_momentum_kokkos angular,0
4459,19,54963ba,2016-12-21 08:55:33,allow fix momentum angular with CUDA,1
4459,19,54963ba,2016-12-21 08:55:33,allow fix momentum angular with CUDA,0
4460,293,7332692.0,2016-12-21 08:56:48,Fixing Kokkos issue in fix_eos_table_rx_kokkos,1
4460,293,7332692.0,2016-12-21 08:56:48,Fixing Kokkos issue in fix_eos_table_rx_kokkos,0
4461,52,7332692,2016-12-21 08:56:48,Fixing Kokkos issue in fix_eos_table_rx_kokkos,1
4462,294,f3327ca,2016-12-21 09:21:11,allow constructing Few from array on device,0
4463,738,9161bd9,2016-12-21 09:50:29,fixed bug with pair hybrid/overaly and manybody potentials finding the right skip neighbor method,1
4464,296,800ff43,2016-12-21 09:51:10,Merge pull request #304 from timattox/USER-DPD_whitespace,0
4465,1096,62dea1b,2016-12-21 09:53:32,21Dec16 patch,1
4466,38,7559bc9,2016-12-21 10:21:55,workaround CUDA View::reference_type,0
4467,299,807d952,2016-12-21 10:41:29,Fixing issues found during GPU runtime testing,1
4471,54,163b61a,2016-12-21 15:37:00,Removing pair_table_rx_kokkos from Kokkos Install.sh since it isn't ready for runtime testing,0
4472,157,26c21da,2016-12-21 16:50:42,Merge branch 'master' into USER-DPD_kokkos as of 21Dec16 patch,1
4486,392,fa435fb,2016-12-22 17:05:49,USER-DPD: remove unused variable  and convert some constants to MY_EPSILON,0
4487,48,3faa57a,2016-12-22 17:15:09,USER-DPD: Several updates to *_rx files: 1) Added MY_EPSILON to handle machine precision checks 2) Removed error checks for DPD-RX  enabled use with DPD-E simulations 3) Expanded the EOS functional form to allow corrections    in the thermo file or on the command line 4) Updated naming convention from fraction to mixWtSite* 5) Changed the name of getParams() method to getMixingWeights() 6) getMixingWeights() now handles fractional and molecular weighting 7) Added optional argument (fractional or molecular) to pair_style command 8) Added argument to specify the exp6 parameter scaling method    NOTE: Requires additional arguments in the pair coefficients     thus command line areguments are NOT backward-compatible.,1
4489,31,c301d70,2016-12-22 17:32:41,USER-DPD: update example input and output (see commits 3faa57 and eff7238),0
4490,307,4f19525,2016-12-23 10:13:01,Fixing bug with Kokkos and reading restart files,1
4490,307,4f19525,2016-12-23 10:13:01,Fixing bug with Kokkos and reading restart files,0
4491,52,27172c4,2016-12-23 10:47:08,Fixing Kokkos bug when many atom types,1
4494,64,cc1b55e,2016-12-23 12:36:05,Merging USER-DPD updates,0
4495,55,371df8e,2016-12-23 13:08:34,repair sync bugs in fix_momentum_kokkos,1
4496,312,634eb35,2016-12-24 16:09:18,synchronize pppm/cg with pppm and remove block on triclinic,0
4497,38,6ab7161,2016-12-27 13:17:02,Fix seg fault for gyration collective variable,1
4498,39,f553e23,2016-12-27 13:17:34,Update Colvars library to version 2016-12-22,0
4499,45,925f427,2016-12-27 14:26:43,Fix typo,1
4499,45,925f427,2016-12-27 14:26:43,Fix typo,0
4500,185,b0263e8,2016-12-27 17:16:32,Fix missing force with extended-Lagrangian mass,1
4500,185,b0263e8,2016-12-27 17:16:32,Fix missing force with extended-Lagrangian mass,0
4501,186,616ca1d,2016-12-28 16:17:07,Fix nvk implemented.,1
4501,186,616ca1d,2016-12-28 16:17:07,Fix nvk implemented.,0
4502,1121,68814d4,2016-12-28 16:26:05,Made documentation changes to fix nvk,1
4515,417,4f45d39,2017-01-03 02:34:11,Add warning formatting,0
4516,418,4cfe122,2017-01-03 09:04:10,fix warning about enum comparisons,1
4516,418,4cfe122,2017-01-03 09:04:10,fix warning about enum comparisons,0
4517,67,e632f85,2017-01-03 09:04:10,fix warning about enum comparisons,1
4524,72,ae0e882,2017-01-03 11:51:28,Updating pair_multi_lucy_rx_kokkos to USER-DPD changes,0
4525,356,37d5567,2017-01-03 11:54:14,Fixed bug in lamda_box_corners function,1
4531,76,318ab9a,2017-01-03 16:33:15,trying PairTableRX : public PairTable,0
4532,78,3941fe9,2017-01-03 16:42:24,fix compilation,1
4537,80,a1ac2ae,2017-01-04 10:51:31,move enum to pair.h,0
4538,222,7cff343,2017-01-04 10:57:52,fix allocation regressions in PairTableKokkos,1
4539,427,fe14158,2017-01-04 13:13:56,"some formatting updates and text rewrites in the ""do not use git add -a"" section",0
4540,428,d059b5d,2017-01-04 14:06:17,fix crash in create_kokkos_tables,1
4545,376,cc4040d,2017-01-05 12:25:45,Merge remote-tracking branch 'origin/USER-DPD_kokkos' into USER-DPD_kokkos,0
4546,378,53a1de1,2017-01-05 13:01:34,fix several GPU memory bugs in pair_table_kokkos,1
4547,378,70927d0,2017-01-05 13:25:30,remove duplicate enum,0
4548,232,8503ac2,2017-01-05 13:58:11,Fixed error->all instead of error->one bug in USER-DPD/fix_shardlow.cpp.,1
4550,234,267f05e,2017-01-05 14:06:54,protect PairTable dtor with copymode,0
4551,85,19f2d2d,2017-01-05 15:22:59,fix many warnings in pair_dpd_fdt_energy_kokkos,1
4560,391,6af56e6,2017-01-06 08:31:02,polish the introduction  some more clarifications  corrections and formatting improvements,0
4561,245,f6a8195,2017-01-06 09:57:27,pair TIP4P bug fix for cutoffs >> box size,1
4574,448,142770c,2017-01-06 10:38:32,enable pppm/tip4p to work with triclinic,0
4575,85,51fa33a,2017-01-06 11:14:48,patch 6Jan17,1
4582,109,4d0a6d8,2017-01-06 11:51:42,Merged Axel's suggestions and updated text,0
4583,410,eb1c6a2,2017-01-06 11:54:30,typo fixed,1
4587,1,20a4e36,2017-01-06 21:30:13,reduce warning when processing manual with sphinx,0
4588,458,51e52b4,2017-01-06 21:30:33,remove obsolete warning about fix rigid image flag restrictions,1
4593,373,ebd25cc,2017-01-09 12:40:33,Updating docs for Kokkos package,0
4594,274,26d5085,2017-01-09 13:12:02,Merge branch 'master' as of patch 6Jan17 into USER-DPD_kokkos,1
4594,274,26d5085,2017-01-09 13:12:02,Merge branch 'master' as of patch 6Jan17 into USER-DPD_kokkos,0
4595,422,afbc6fc,2017-01-09 13:17:23,added coeff  settings  single  fix compile,1
4595,422,afbc6fc,2017-01-09 13:17:23,added coeff  settings  single  fix compile,0
4596,409,c31f1e9,2017-01-09 13:36:40,add fix mscg command  example  lib,1
4602,101,c877c07,2017-01-09 16:21:32,progress towards custom compute functor,0
4603,102,e4673d7,2017-01-09 16:36:25,fix compilation,1
4609,103,1f6cfb1,2017-01-10 10:56:31,Makefile.lammps.gfortran changed,0
4610,106,d06688b,2017-01-10 12:11:20,USER-DPD: fix a typo in the DPD-H example input  update reference output.,1
4611,471,95706ac,2017-01-10 12:29:22,import contributed code for computes coord/atom and orientorder/atom,0
4612,438,5d5751b,2017-01-10 12:38:48,fix class name in PAIR_CLASS setup,1
4612,438,5d5751b,2017-01-10 12:38:48,fix class name in PAIR_CLASS setup,0
4613,439,92d15d4,2017-01-10 12:52:37,replace string compare with enums  fix memory leak  formatting cleanup,1
4613,439,92d15d4,2017-01-10 12:52:37,replace string compare with enums  fix memory leak  formatting cleanup,0
4614,114,7839c33,2017-01-10 13:05:00,Fixing compile error with Kokkos CUDA Makefiles,1
4615,105,55aa91b,2017-01-10 13:07:22,copy uCG and uCGnew correctly,0
4616,129,ee9e7cf,2017-01-10 13:22:36,Fixing Kokkos CUDA Makefile issue,1
4618,444,7162caf,2017-01-10 14:46:30,Squelching output from Makefile,0
4619,106,d26f140,2017-01-10 15:22:52,fix race condition on rho,1
4623,389,34cb402,2017-01-11 07:46:07,make formatting comment consistent,0
4624,303,9f4e5e0,2017-01-11 09:11:35,fix a CUDA constructor warning,1
4632,116,52761ae,2017-01-11 13:18:13,it compiles.,0
4633,1194,6950a99,2017-01-11 19:49:58,"Revert ""remove obsolete warning about fix rigid image flag restrictions""",1
4633,1194,6950a99,2017-01-11 19:49:58,"Revert ""remove obsolete warning about fix rigid image flag restrictions""",0
4634,1195,8e1cf66,2017-01-11 20:59:40,apply bugfix to fix wall/gran by eric_lyster@agilent.com on lammps-users,1
4636,315,b7d0dc8,2017-01-12 08:32:51,Merge branch 'debug' into pair-table-rx-kokkos,0
4637,463,3.58e+57,2017-01-12 09:00:07,Fixing Kokkos CUDA compile error,1
4637,463,3.58e+57,2017-01-12 09:00:07,Fixing Kokkos CUDA compile error,0
4638,316,3580e54,2017-01-12 09:00:07,Fixing Kokkos CUDA compile error,1
4644,122,cce10f6,2017-01-12 14:19:10,remove more leftover code,0
4645,123,635151.0,2017-01-12 16:22:24,Fixing neighbor bug,1
4645,123,635151.0,2017-01-12 16:22:24,Fixing neighbor bug,0
4646,396,630783c,2017-01-12 16:22:24,Fixing neighbor bug,1
4646,396,630783c,2017-01-12 16:22:24,Fixing neighbor bug,0
4647,123,0635151,2017-01-12 16:22:24,Fixing neighbor bug,1
4647,123,0635151,2017-01-12 16:22:24,Fixing neighbor bug,0
4648,124,5b7ab13,2017-01-12 16:22:38,Fixing Kokkos neighbor bug,1
4648,124,5b7ab13,2017-01-12 16:22:38,Fixing Kokkos neighbor bug,0
4649,122,daf766d,2017-01-12 16:22:38,Fixing Kokkos neighbor bug,1
4656,126,1ae53d5,2017-01-13 09:26:30,Merge pull request #9 from ibaned/pair-table-rx-kokkos,0
4657,127,c15d658,2017-01-13 10:01:22,Fixing issue in pair_multi_lucy_rx_kokkos found by ibaned,1
4665,404,96259ea,2017-01-13 13:36:54,Added source code and documentation for USER-CGDNA,0
4666,133,2b29980,2017-01-13 13:50:21,Fixing inheritance issue in pair_hybrid_overlay_kokkos,1
4668,491,61cff85,2017-01-13 14:35:35,avoid not only division by zero  but also computing variance for short runs with insufficient resolution,0
4669,133,688df1c,2017-01-13 14:40:36,fix CUDA type issues in pair_table_rx_kokkos,1
4682,452,4a09399,2017-01-14 17:13:22,during setup  checking timestep doesn't seem to be sufficient. comparing bins and stencil point  too.,0
4683,51,473a3eb,2017-01-15 12:05:19,fix for bug with compute rdf with pair reax/c. we must not copy a neighbor list  if newton settings are not compatible,1
4685,360,5abd6e5,2017-01-16 11:08:48,reordering operations in Pair::init_style() to avoid segfaults w/o a kspace style,0
4686,1224,3f46b6d,2017-01-16 11:15:54,fix bugs from incorrect code synchronization,1
4686,1224,3f46b6d,2017-01-16 11:15:54,fix bugs from incorrect code synchronization,0
4687,1225,0a2b78a,2017-01-16 15:47:02,rather than adjusting the communication cutoff  we just print out the minimum value needed and error out,1
4687,1225,0a2b78a,2017-01-16 15:47:02,rather than adjusting the communication cutoff  we just print out the minimum value needed and error out,0
4688,363,2f13365,2017-01-16 17:08:00,avoid spurious error message  when no storage fix is active/used,1
4688,363,2f13365,2017-01-16 17:08:00,avoid spurious error message  when no storage fix is active/used,0
4689,147,5cd856c,2017-01-17 09:02:56,fix spring doc page update,1
4701,525,c52a263,2017-01-17 09:36:28,Merge pull request #339 from akohlmey/fixes-for-srp-example,0
4702,160,d2fc88a,2017-01-17 10:14:53,patch 17Jan17,1
4704,473,01609f5,2017-01-17 12:47:59,USER-DPD: bugfix for a segfault when using MOLECULE and DPD together.,0
4705,136,883385c,2017-01-17 13:19:06,Merge branch 'master' into USER-DPD_kokkos as of patch 17Jan17,1
4705,136,883385c,2017-01-17 13:19:06,Merge branch 'master' into USER-DPD_kokkos as of patch 17Jan17,0
4706,138,8b4130c,2017-01-17 13:28:55,Fixing issue with pressure in pair_hybrid_kokkos,1
4707,439,4eb08a5,2017-01-17 15:55:39,USER-DPD: Skip a0*stuff computations  if a0 was set to zero in pair_coeff. This saves around 10% of the runtime for many of our tests using SSA.,0
4708,138,5569c4c,2017-01-17 16:19:25,Fixing GPU memory issue with fix_property_atom_kokkos,1
4708,138,5569c4c,2017-01-17 16:19:25,Fixing GPU memory issue with fix_property_atom_kokkos,0
4709,149,96636c7,2017-01-17 16:43:55,Fixing warnings in pair_exp6_rx_kokkos,1
4709,149,96636c7,2017-01-17 16:43:55,Fixing warnings in pair_exp6_rx_kokkos,0
4710,532,b38733e,2017-01-18 10:15:06,Fixing GPU memory issue in pair_exp6_rx_kokkos,1
4713,388,3af4b3c,2017-01-18 11:31:35,Merge pull request #337 from ohenrich/user-cgdna,0
4714,154,2d32fa8,2017-01-18 12:53:40,Fixing GPU memory issues in atom_vec_dpd_kokkos,1
4714,154,2d32fa8,2017-01-18 12:53:40,Fixing GPU memory issues in atom_vec_dpd_kokkos,0
4715,142,e05b132,2017-01-18 14:18:35,Fixing error check in fix_eos_table_rx_kokkos,1
4715,142,e05b132,2017-01-18 14:18:35,Fixing error check in fix_eos_table_rx_kokkos,0
4716,156,116ae9d,2017-01-18 14:51:35,Fixing copy bug in pair_exp6_rx_kokkos,1
4720,160,cf83ce4,2017-01-19 08:44:30,Adding zero compute to pair_dpd_fdt_energy_kokkos,0
4721,397,917ca19,2017-01-19 09:54:15,Fixing GPU memory issue in modify_kokkos  need to cherry pick back to Master,1
4721,397,917ca19,2017-01-19 09:54:15,Fixing GPU memory issue in modify_kokkos  need to cherry pick back to Master,0
4722,189,5ce8e2f,2017-01-19 09:54:15,Fixing GPU memory issue in modify_kokkos  need to cherry pick back to Master,1
4722,189,5ce8e2f,2017-01-19 09:54:15,Fixing GPU memory issue in modify_kokkos  need to cherry pick back to Master,0
4723,545,de6442d,2017-01-19 11:55:22,Fixing GPU memory issues in Kokkos,1
4723,545,de6442d,2017-01-19 11:55:22,Fixing GPU memory issues in Kokkos,0
4724,190,fc94f1b,2017-01-19 11:55:22,Fixing GPU memory issues in Kokkos,1
4727,1250,9a29987,2017-01-19 17:01:15,simplified neighbor list copying to avoid possible same-timestep re-build issues,0
4728,173,fbfb1df,2017-01-19 20:47:10,fix typo causing wrong neighbor list copy selections,1
4734,178,e699612,2017-01-20 14:30:46,remove dead code,0
4735,557,f9bc81b,2017-01-20 16:43:13,Merge branch 'master' into USER-DPD_kokkos as of patch 20 Jan 2017.,1
4740,1259,b5cb74b,2017-01-23 19:21:48,skip list build is compatible with NP_GHOST,0
4741,563,5897955.0,2017-01-24 11:24:47,Fixing GPU memory issue in fix_eos_table_rx_kokkos,1
4741,563,5897955.0,2017-01-24 11:24:47,Fixing GPU memory issue in fix_eos_table_rx_kokkos,0
4742,181,5897955,2017-01-24 11:24:47,Fixing GPU memory issue in fix_eos_table_rx_kokkos,1
4744,565,70fa918,2017-01-24 21:49:16,Updated KOKKOS installer and updated USER-DPD FixRx to match KOKKOS version.,0
4745,546,73177d6,2017-01-25 11:18:03,Fixing GPU memory issue in domain_kokkos,1
4745,546,73177d6,2017-01-25 11:18:03,Fixing GPU memory issue in domain_kokkos,0
4746,567,26c8d3d,2017-01-25 12:53:55,Fixing GPU memory issue in fix_langevin_kokkos,1
4746,567,26c8d3d,2017-01-25 12:53:55,Fixing GPU memory issue in fix_langevin_kokkos,0
4747,5,6328beb,2017-01-25 15:22:42,fix double-return warning,1
4747,5,6328beb,2017-01-25 15:22:42,fix double-return warning,0
4748,569,effbe18,2017-01-25 15:24:01,fix domain boundary indexing,1
4763,437,8050eb3,2017-01-26 09:17:59,Another tweak to sync/modify in pair_multi_lucy_rx_kokkos,0
4764,159,6cc969d,2017-01-26 09:24:13,Fixing warnings in Kokkos,1
4764,159,6cc969d,2017-01-26 09:24:13,Fixing warnings in Kokkos,0
4765,161,be13ecf,2017-01-26 10:03:43,Fixing Kokkos warnings,1
4766,440,2023fa2,2017-01-26 10:03:54,consistent #ifdefs for fft3d variable (2),0
4767,206,85c8db5,2017-01-26 10:09:45,Fixing warning in pair_dpd_fdt_energy_kokkos,1
4780,164,ff2786c,2017-01-26 14:28:54,USER-DPD: Make another version of coord2bin() for nbin_ssa,0
4781,454,8b7bd9d,2017-01-26 14:59:10,fix bug where per atom data for USER-OMP was reducing the wrong arrays with hybrid styles,1
4787,168,a1f4551,2017-01-27 10:18:41,Adding missing sync/modified in atom_vec_dpd_kokkos,0
4788,608,e9d46f4,2017-01-27 12:31:13,USER-DPD: Correct an error message typo.,1
4795,172,641bb4b,2017-01-27 16:47:19,USER-DPD: remove use of ssaAIR[]  move coord2ssaAIR() to nbin_ssa.cpp Saves an int per atom and ghost  also simplifies and reduces code size.,0
4796,234,51a0b6b,2017-01-28 07:49:08,Fix data type of molecule array in npair_kokkos.h,1
4807,627,9ef55fe,2017-01-31 17:23:51,Merge branch 'kokkos_lammps_bigbig_fix' of https://github.com/rbberger/lammps into tagint-issue,0
4808,246,fbe30b5,2017-01-31 18:13:44,correct issue with compiling for -DLAMMPS_BIGBIG in fix qeq/reax/kk,1
4810,587,67bed8e,2017-01-31 18:34:35,Merge pull request #1 from akohlmey/tagint-issue,0
4811,534,7ee45ec,2017-02-01 11:52:27,Fixing tagint and imageint issues in Kokkos package,1
4817,246,6bcec9c,2017-02-02 08:57:21,Merge pull request #2 from stanmoore1/kk_tag_bugfixes,0
4818,594,6595fde,2017-02-02 11:58:12,explain in more detail the handling of error checking for numerical inputs,1
4818,594,6595fde,2017-02-02 11:58:12,explain in more detail the handling of error checking for numerical inputs,0
4819,248,daf9f95,2017-02-02 13:09:52,Fixing Kokkos per-atom e/v issue,1
4820,542,38e0e4b,2017-02-02 13:24:05,Add missing typedef in Kokkos pair styles,0
4821,508,6f92429,2017-02-02 13:34:27,Fixing per-atom ev issue,1
4821,508,6f92429,2017-02-02 13:34:27,Fixing per-atom ev issue,0
4822,251,5da0d39,2017-02-02 13:35:51,Fixing fdotr in pair_buck_coul_cut_kokkos,1
4823,1313,0a87b74,2017-02-02 13:42:47,Updated contributing authors and docs,0
4824,253,6a4918b,2017-02-02 13:43:21,Fixing typo in pair_buck_coul_cut_kokkos,1
4824,253,6a4918b,2017-02-02 13:43:21,Fixing typo in pair_buck_coul_cut_kokkos,0
4825,497,1834a5e,2017-02-02 14:58:04,Fixing more Kokkos per-atom and fdotr issues,1
4833,152,27aca14,2017-02-04 15:02:08,Updated polarizer.py to use coul/long/cs,0
4834,181,dc9c239,2017-02-06 15:45:26,Merge branch 'master' into USER-DPD_kokkos Fixed trivial merge conflict in src/KOKKOS/Install.sh,1
4838,188,4b31972,2017-02-07 13:38:49,USER-DPD: Rework SSA to use a new neighbor list structure  ready for Kokkos NOTE: pair evaluation order changes  causing numerical differences! Atom pair processing order is fully planned out in npair_half_bin_newton_ssa Makes the SSA neighbor list structure very different. Do not use by others! Each local is in ilist  numneigh  and firstneigh four times instead of once.,0
4839,658,f2d005f,2017-02-07 16:24:59,Fixed errors in FixRxKokkos kokkos neighbor lists initialization and usage and calls to computeLocalTemperature.,1
4840,187,4e8351d,2017-02-07 17:53:36,Code clean-up for FixRxKokkos.,0
4841,520,a5f830c,2017-02-08 14:31:11,fix typo,1
4849,286,2f32c1a,2017-02-12 22:48:02,Switched to using Kokkos device data for ODE scratch data.,0
4850,522,2bdda8f,2017-02-13 08:40:54,patch 12Feb17 - change int to tagint for compute group/group,1
4852,268,4843296.0,2017-02-13 08:53:13,Merge pull request #372 from akohlmey/fft-cleanup,0
4853,289,cb982f2,2017-02-13 09:05:03,sync 13Feb17 patch back to GH,1
4858,294,90e5ae9,2017-02-13 11:19:46,Add missing flags to Kokkos Makefile,0
4859,530,96a43e8,2017-02-13 12:29:41,Merge branch 'master' into USER-DPD_kokkos as of patch 13Feb17,1
4867,1340,a323ca1,2017-02-13 18:05:36,Moved variable declarations to front for consistency,0
4868,171,20806dd,2017-02-14 00:26:55,Fixed bugs with pppm/gpu when used with compute group/group,1
4874,309,69a8e19,2017-02-15 12:29:52,Add files from Ray Shan for Kokkos version of class2 angle  bond  etc.,0
4875,1347,c6c1852,2017-02-15 12:44:54,Fix a few issues with Kokkos class2 files,1
4877,694,5f93fad,2017-02-15 13:56:16,Add copymode protection to class2 styles,0
4878,196,e0bafa4,2017-02-15 15:03:40,indentation fixes in npair_kokkos.cpp  plus a comment question,1
4878,196,e0bafa4,2017-02-15 15:03:40,indentation fixes in npair_kokkos.cpp  plus a comment question,0
4879,582,fc3505f,2017-02-15 16:37:29,Fixed a number of issues after verifying against the KIM version,1
4879,582,fc3505f,2017-02-15 16:37:29,Fixed a number of issues after verifying against the KIM version,0
4880,550,904609a,2017-02-15 16:38:13,Fixed issue with switching function derivative in PairAIREBO::FLJ,1
4882,585,ce20c7f,2017-02-17 12:42:07,remove debug code,0
4883,640,a88136c,2017-02-17 17:58:24,correct a logic bug in fix wall/gran/region,1
4886,199,d1a0a3e,2017-02-17 22:00:56,USER-DPD: first attempt at nbin_ssa_kokkos... It compiles!,0
4887,557,7feb6c2,2017-02-17 22:41:32,USER-DPD: fix a bug in AtomVecDPDKokkos::unpack_restart(),1
4888,202,37810bd,2017-02-17 23:06:53,USER-DPD: move centroid bin of stencil_ssa to the first slot. Eliminates a special case version of a loop just for Subphase 0. NOTE: pair evaluation order changes  causing numerical differences! This changed the order that close neighbors of ghosts are processed.,0
4889,706,19ffe59,2017-02-18 00:32:14,USER-DPD: fix typo in NPairHalfBinNewtonSSA::build(): sz1 instead of sx1 Luckily  no real change  since sz1 and sx1 are normally identical.,1
4889,706,19ffe59,2017-02-18 00:32:14,USER-DPD: fix typo in NPairHalfBinNewtonSSA::build(): sz1 instead of sx1 Luckily  no real change  since sz1 and sx1 are normally identical.,0
4890,203,5c6e7b1,2017-02-18 01:09:02,BUGFIX: fix a copy-o in build_Item_Ghost(): xbin2  etc. should be an int xbin2  ybin2  and zbin2 are temporary integer bin coordinates  not floats!,1
4903,194,6e89ccd,2017-02-21 15:59:06,Merge pull request #385 from akohlmey/collected-small-bugfixes,0
4904,339,49e83b4,2017-02-21 16:07:26,patch 21Feb17 sync with GHub,1
4905,598,20a9ffe,2017-02-21 21:27:34,improve consistency and resolve dead links for USER-CGDNA related doc files,0
4906,211,83988a1,2017-02-22 11:29:01,Merge branch 'master' into USER-DPD_kokkos as of patch 21Feb17,1
4906,211,83988a1,2017-02-22 11:29:01,Merge branch 'master' into USER-DPD_kokkos as of patch 21Feb17,0
4907,212,0a751c5,2017-02-22 11:52:20,KOKKOS: fix a compile-time error caused by merge of patch 21Feb17 Remove the unused PairHybridOverlayKokkos::modify_requests() method The patch removed the parent PairHybridOverlay::modify_requests(),1
4911,580,3626496,2017-02-22 20:06:49,Corrected comment in 3' to 5' directionality check,0
4912,210,2dcbc80,2017-02-23 18:20:02,min latte partially fixed,1
4913,211,1db62a5,2017-02-24 13:17:49,USER-DPD: pair_dpd_fdt_energy_kokkos: enable STACKPARAMS specialization,0
4914,583,aecafec,2017-02-24 13:21:26,USER-DPD: fix missing host prefixes in AtomVecDPDKokkos::pack_comm,1
4919,113,9999f36,2017-02-24 15:34:59,remove outdated log files  too.,0
4920,217,7137948.0,2017-02-24 17:35:58,USER-DPD: variety of fixes for new SSA Kokkos code. Still not functional.,1
4920,217,7137948.0,2017-02-24 17:35:58,USER-DPD: variety of fixes for new SSA Kokkos code. Still not functional.,0
4921,216,7137948,2017-02-24 17:35:58,USER-DPD: variety of fixes for new SSA Kokkos code. Still not functional.,1
4932,228,a5507b2,2017-02-26 18:00:20,USER-DPD Kokkos: give each workItem index a unique instance of RanMars Makes fix_shardlow_kokkos deterministic across runs and thread count.,0
4933,568,2708c86,2017-02-27 18:03:18,fix typos: moleclue -> molecule,1
4942,374,b26a434,2017-02-28 12:53:56,"USER-DPD Kokkos: Add ""#ifdef ALLOW_NON_DETERMINISTIC_SSA"" toggle SSA atom binning algorithm was adjusted to do as much work in parallel while preserving deterministic behavior.  The final step is done serially to preserve deterministic behavior. An alternative would be to sort the contents of the bins so that they are always in the same order.",0
4943,757,7a593c2,2017-02-28 14:25:03,USER-DPD: correct off-by-one errors in PairTableRX::coeff(),1
4945,1379,df13a7a,2017-02-28 15:12:35,email added,0
4946,378,323570c,2017-02-28 15:39:01,added jpg for kolmogorov-crespi-z equations and fixed hybrid/overlay check in source,1
4946,378,323570c,2017-02-28 15:39:01,added jpg for kolmogorov-crespi-z equations and fixed hybrid/overlay check in source,0
4947,578,1dc78a7,2017-02-28 17:45:21,USER-DPD: correct off-by-one errors in PairMultiLucyRX::coeff(),1
4968,634,f11b83e,2017-03-02 16:37:03,Merge branch 'USER-DPD_kokkos_ssa' into USER-DPD_kokkos,0
4969,581,eaf7ed7,2017-03-02 21:25:27,Print error if pair_write does not get correct number of arguments,1
4975,641,a7e8550,2017-03-03 10:38:45,USER-DPD Kokkos: turn one_type optimization into a template specialization,0
4976,253,c468727,2017-03-03 10:49:15,Fixing issue in fix_wall_lj93_kokkos,1
4980,256,b35895c,2017-03-03 15:21:09,USER-DPD Kokkos: Remove the SSA's ALLOW_NON_DETERMINISTIC_DPD option. There was no measurable performance benefit to turning it on.,0
4981,1388,fd78486,2017-03-05 18:27:38,First batch of spelling fixes in manual,1
4981,1388,fd78486,2017-03-05 18:27:38,First batch of spelling fixes in manual,0
4982,795,e261bef,2017-03-05 18:30:39,Spelling fixes in source files,1
4982,795,e261bef,2017-03-05 18:30:39,Spelling fixes in source files,0
4983,676,084d831,2017-03-05 20:03:53,Second batch of spelling fixes in manual,1
4983,676,084d831,2017-03-05 20:03:53,Second batch of spelling fixes in manual,0
4984,797,7dd60f9,2017-03-05 20:35:52,Fix typos in src files,1
4984,797,7dd60f9,2017-03-05 20:35:52,Fix typos in src files,0
4985,624,778a79b,2017-03-05 20:39:04,Fix typos in examples folder,1
4985,624,778a79b,2017-03-05 20:39:04,Fix typos in examples folder,0
4986,1393,dd76ac5,2017-03-05 20:40:45,Fix typos in tools folder,1
4992,261,a2c80d2,2017-03-06 14:50:43,Merge remote-tracking branch 'fork/cuda-compile' into cuda-runtime,0
4993,424,4a6f279,2017-03-06 14:58:40,fix lambda syntax for CUDA,1
5000,430,3270886,2017-03-07 00:27:35,Add remaining false positives,0
5001,1397,007f3c6,2017-03-07 00:51:31,Third batch of spelling fixes in manual,1
5001,1397,007f3c6,2017-03-07 00:51:31,Third batch of spelling fixes in manual,0
5002,228,3a054d1,2017-03-07 00:55:01,Fix more typos in src files,1
5002,228,3a054d1,2017-03-07 00:55:01,Fix more typos in src files,0
5003,433,d680040,2017-03-07 00:57:23,Fix more typos in examples,1
