,hash,message,buggy
3721,7e30710,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11768 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3722,1e2c537,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11769 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3723,7141b81,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11770 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3724,e579757,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11771 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3725,58336dc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11773 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3726,9065c2c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11774 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3727,1b6af81,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11775 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3728,d45cca6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11776 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3729,0916861,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11777 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3730,d4518d2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11779 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3731,8871abb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11780 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3732,631aa15,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11781 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3733,a939f8a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11782 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3734,608c01b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11783 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3735,5a26ea8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11784 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3736,3e291ac,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11788 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3737,1fac1d4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11789 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3738,341095d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11790 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3739,1ffcc7f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11791 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3740,121e237,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11792 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3741,2fb9019,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11793 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3742,358568b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11960 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3743,e70a48d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11962 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3744,1640066.0,Merge remote-tracking branch 'lammps-origin/master' into lammps-tools-doxygen,0
3745,a3d049f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12130 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3746,2ec1442,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12132 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3747,75a4562,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12133 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3748,1ad73fe,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12134 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3749,bbcb4b2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12136 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3750,94be87c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12137 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3751,0654220,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12138 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3752,8dddba1,Pruned unnecessary libraries,0
3753,cc1f207,Added OpenMP to red Sky Makefile,0
3754,5f76835,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12143 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3755,026ff1f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12144 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3756,f745f24,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12145 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3757,67ae643,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12146 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3758,8a9e167,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12147 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3759,b9531f5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12148 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3760,ae2d215,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12149 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3761,f9e246d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12150 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3762,3b1a73c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12151 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3763,635d42c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12152 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3764,18e1a56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12153 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3765,5889855,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12154 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3766,a2dfb84,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12155 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3767,7872ffe,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12157 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3768,f939bea,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12158 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3769,7b5846a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12131 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3770,319356d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12129 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3771,0c68c7f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12160 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3772,b8f6904,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12128 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3773,6123f24,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12096 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3774,d5a5342,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12097 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3775,87d0ff9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12098 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3776,2f48597,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12099 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3777,dd47fb6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12100 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3778,1688240,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12104 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3779,52a1ef7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12105 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3780,28b9fa3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12107 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3781,e9bcfbb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12108 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3782,00db690,Updating USER-EFF examples to use compute property/atom,0
3783,d37745f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12111 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3784,2642b7d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12112 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3785,b9eb6f0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12114 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3786,5e1cc8e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12115 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3787,abf9165,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12116 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3788,eabfaf1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12117 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3789,d560473,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12118 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3790,035d2f9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12119 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3791,02fcb96,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12120 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3792,c890d39,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12121 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3793,aa850fa,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12123 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3794,a4b4422,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12126 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3795,3f98c4d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12127 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3796,c8bbcb3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12159 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3797,5b6c04f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12161 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3798,560ca5b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12094 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3799,6820607.0,Supported short neighbor lists for 3-body kernels in sw/gpu and vashishta/gpu,0
3800,2411192.0,cmake: add cross-configure warning,0
3801,2303340.0,skip table consistency check for bitmapped tables,0
3802,6615400000000.0,avoid makefile failure  if LAMMPS has not been configured yet,0
3803,8512084.0,update QUIP examples to closer match typical LAMMPS examples,0
3804,4784506.0,Remove unused function in rand_pool_wrap_kokkos,0
3805,2189353.0,Merge pull request #633 from lammps/doc-user-meso,0
3806,7.36e+65,Merge branch 'master' (21893539cb Aug 25) into USER-DPD_kokkos_merge,0
3807,988613.0,SOVERSION not needed for STATIC libs,0
3808,2105145.0,More minor changes,0
3809,4161868.0,Merge pull request #640 from ohenrich/user-cgdna,0
3810,3853041.0,-ltbbmalloc is required,0
3811,29583.0,doc edits i missed in earlier commit,0
3812,9572634.0,Ensure consistency with documentation,0
3813,264610.0,"correct handling of ""at"" keyword for netcdf dumps as suggested by @pastewka in PR #681 review",0
3814,10510000.0,refactoring of neighbor history,0
3815,9.66e+16,more changes to rRESPA neighbor lists,0
3816,5647522.0,various small cosmetic adjustments to increase conformance with LAMMPS programming conventions,0
3817,2813923.0,Add multiple inheritance to pair_multi_lucy_rx_kokkos,0
3818,1932522.0,A few more tweaks to charge history in fix_qeq_reax_kokkos,0
3819,6070182.0,correctly account for individually added bonds  angles  and dihedrals,0
3820,2690075.0,Performance increase for charge-implicit ReaxFF/changed cutoff selection,0
3821,45674000000.0,Add Kokkos skip list capability,0
3822,2691728.0,state name of the affected variable in error messages where possible,0
3823,9988030.0,Merge pull request #563 from akohlmey/airebo-example,0
3824,9871368.0,added alternative linking line for intel mkl,0
3825,a5856e9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12162 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3826,463923.0,USER-DPD Kokkos: tighten up the SSA data allocation to what is needed. A future version was planned to use more space for a ghost work queue.,0
3827,dae378a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12163 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3828,74d6380,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12164 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3829,229556.0,Merge branch 'master' of github.com:lammps/lammps,0
3830,4553881.0,Merge pull request #28 from timattox/new-neighbor,0
3831,6929603.0,Added KOKKOS vashishta,0
3832,3870780.0,Merge branch 'master' into kokkos-vashishta,0
3833,3.52e+179,Merge branch 'master' into small-fixes-and-updates,0
3834,5685131.0,add USER-OMP version of pair style agni,0
3835,2.535e+47,Merge pull request #271 from akohlmey/tersoff-modc,0
3836,4448819.0,Merge pull request #274 from andeplane/IP_POEMS,0
3837,4e+120,Merge pull request #47 from dstelter92/grem-feature,0
3838,7.8e+189,Merge branch 'grem-feature' of https://github.com/dstelter92/lammps into grem-feature,0
3839,7893215.0,small comment/whitespace tweak,0
3840,7590791.0,Integrating atom_vec_dpd into the Kokkos package,0
3841,8778177.0,fix typo and USER-OMP support omission,0
3842,4354213.0,Small tweaks to Kokkos neighbor,0
3843,8474453.0,Merge branch 'master' into USER-DPD_kokkos: as of 17Dec16 patch,0
3844,5.12e+80,USER-DPD: new neighbor list code for SSA that gives neighbors to ghosts. This simplifies the processing of the neighbor list in fix_shardlow. NOTE: pair evaluation order changes  causing numerical differences!,0
3845,9807062.0,Merge branch 'pair-table-rx-inherit' of https://github.com/ibaned/lammps into ibaned-pair-table-rx-inherit,0
3846,6384486.0,USER-DPD: Copy inline coord2bin() functions from nbin_kokkos into nbin_ssa,0
3847,7137948.0,USER-DPD: variety of fixes for new SSA Kokkos code. Still not functional.,0
3848,5925460.0,Improve the performance of read_data of gzip'ed files using taskset. Normally  the gzip process would be pinned to the same core as the MPI rank 0 process  which makes the pipe stay in one core's cache  but forces the two process to fight for that core  slowing things down.,0
3849,7567024.0,Added ONE-TYPE template capability to vectorized_operator and cleaned up timers.,0
3850,a466230,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12095 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3851,7c995e3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12093 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3852,1ea4bc8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11963 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3853,bf8f07d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11993 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3854,474a727,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11995 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3855,db0cac3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11996 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3856,65e0020,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11997 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3857,bc3cd87,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11998 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3858,6af467a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11999 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3859,32d641d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12000 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3860,ca0c3cb,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12001 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3861,9900482,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12002 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3862,23892d4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12003 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3863,4b8aa5d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12004 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3864,6da7b2f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12005 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3865,0957af7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12006 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3866,07c88a1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12007 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3867,89f1808,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12008 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3868,ffd2b39,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12009 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3869,e8ec511,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12010 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3870,b97a4d3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12011 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3871,736ec5c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12012 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3872,afabef3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12013 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3873,eeb19e8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12014 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3874,051dfb0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12015 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3875,d45d192,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12016 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3876,a59a131,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12017 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3877,527b914,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11994 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3878,7c0f1a4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11992 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3879,e965222,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12019 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3880,2f5937b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11991 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3881,3d16253,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11965 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3882,196f3c2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11966 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3883,fd1b9f2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11968 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3884,d17c032,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11969 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3885,1b5905b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11970 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3886,6773e3b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11971 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3887,2c60c00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11972 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3888,d543c01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11973 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3889,80a5640,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11974 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3890,d07b9f7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11975 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3891,d17e06c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11976 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3892,6c06a66,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11978 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3893,d8258f7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11979 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3894,1efa498,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11980 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3895,4d2e42e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11981 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3896,2fcb109,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11982 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3897,f9864c8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11983 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3898,94831bf,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11984 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3899,8a9ba2d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11985 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3900,7d72f89,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11986 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3901,c948a2b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11987 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3902,948e753,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11989 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3903,d989a9d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11990 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3904,10d5936,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12018 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3905,702714f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12021 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3906,0078b09,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12090 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3907,6a4a750,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12056 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3908,a45707b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12058 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3909,5593d42,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12063 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3910,9ed1090,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12064 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3911,3428fa6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12065 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3912,c4c6bae,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12066 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3913,63aad35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12067 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3914,88a3f9d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12068 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3915,1f66744,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12069 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3916,58a3ddf,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12070 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3917,fa1d80c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12071 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3918,c7fc1ea,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12072 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3919,47b6b3b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12073 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3920,23a05b2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12074 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3921,01820fe,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12075 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3922,b220b43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12076 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3923,fdc8a4f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12077 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3924,52f7ca6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12078 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3925,135f239,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12079 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3926,b2fa4e6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12080 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3927,331cec9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12086 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3928,55a2e99,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12087 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3929,3f16021,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12088 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3930,8dad718,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12089 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3931,0f826e2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12057 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3932,bf901f1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12055 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
3933,49c0f92,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12022 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0
