,hash,message,buggy
4608,13a577f,Ignore more output files from examples,0
4609,fe1def5,Upgrade version number to 0.9.1,0
4610,81b6099,Adding 0.9.0->0.9.1 changelog to NEWS,0
4611,611f041,Incorporate Ben's changelog suggestions,0
4612,62f366b,Added adjoints_ex5 doc  updating others,0
4613,ff23a71,Merge pull request #120 from andrsd/zero-out-res-jac-in-petsc-nonlin-solver,0
4614,edfcab5,Tidy up the PetscNonlinearSolver class,0
4615,8df377d,"Not every node of ""this_mesh"" needs to be stitched.",0
4616,81a3c77,Need to do one final comparison for fuzzy_binary_find.,0
4617,bfe3e4e,Adding version of Utility::binary_find() that takes a custom comparison object.,0
4618,f800d57,rbOOmit change: Added subdomain dependency to RBParametrizedFunction  and propagated that change into the EIM code.,0
4619,48864c9,Use TOLERANCE while sorting the points  this tolerance is independent of the point matching tolerance asked for by the user.,0
4620,e0c5496,Switching to relative tolerance check (relative to the smallest edge length on the surfaces being stitched) in stitch_meshes().,0
4621,f798401,Update NEWS file for 0.9.5 release.,0
4622,12250cd,Remove outdated  deprecated classes.,1
4623,4c2f678,Making residual/jacobian zero-outing configurable,0
4624,91ffa81,added SparseMatrix base class.  This will allow transparent switching between Petsc and Laspack solvers.  LaspackMatrix mostly implemented.,0
4625,c50c947,Merge pull request #119 from andrsd/typos,0
4626,ee7f2c8,Update Makefile.am's,0
4627,8ad4d56,metis relies on TLS  so invoke it.  required for --disable-tbb,0
4628,3c7cf42,Update LOC count for January 2016.,0
4629,637224f,Update citations.,0
4630,56aaf2b,"Revert ""Update NEWS for FEMContext API.""",0
4631,78ba316,Cosmetic changes in examples/adaptivity.,0
4632,06b02de,Cosmetic changes in examples/adjoints.,0
4633,5cf5c77,Cosmetic changes in examples/eigenproblems.,0
4634,d959638,Cosmetic changes in examples/fem_system.,0
4635,4a99422,minor optimizations.  Will add a universal PerfLog that all classes can log to rather than one PerfLog per class,0
4636,3bc3cf7,Cosmetic changes in examples/introduction.,0
4637,fe6c3c9,make pthread_unique_id thread safe,0
4638,5d3ee6a,implement spinlocks for everyone else,0
4639,be7f017,add in spin mutex specialization for osx,0
4640,9c93641,Cosmetic changes in examples/miscellaneous.,0
4641,37e1930,generated files for last change,0
4642,3613b41,Cosmetic changes in examples/optimization.,0
4643,b8b2112,Cosmetic changes in examples/reduced_basis.,0
4644,2ead1a7,Cosmetic changes in examples/solution_transfer.,0
4645,d693a1c,Cosmetic changes in examples/subdomains.,0
4646,bc42295,Cosmetic changes in examples/systems_of_equations.,0
4647,332c271,Cosmetic changes in examples/transient.,0
4648,a813694,adding ability to get unique id for pthreads,0
4649,fe8e9f5,Cosmetic changes in examples/vector_fe.,0
4650,4.96E+41,Generalize build_cube(...  gauss_lobatto_grid=true),0
4651,ca2b105,bump version in master to 0.9.3-pre,0
4652,70d4be3,Merge pull request #106 from dknez/miscellaneous_ex9,0
4653,cd139a1,Merge pull request #783 from jwpeterson/libmesh_date,0
4654,d15cd98,incorporate misc_ex9 to build environment,0
4655,4c64b1b,Deprecate PointLocatorList.,0
4656,a7400e8,more robust m4 cruft  make sure enablepthreads gets turned off when AX_PTHREAD fails,0
4657,2069713.0,Set subdomain id on sides built by Elem::build_side().,0
4658,ea6ba0b,The new example also requires 3D,0
4659,bbe55a1,Disable misc_ex9 when Exodus is disabled,0
4660,29ba079,Adding Toader 2013 preprint.,0
4661,676078b,Merge pull request #780 from jwpeterson/petsc_m4,0
4662,0d7d1a3,Merge pull request #781 from jwpeterson/face_level_mismatch,0
4663,a891cf3,added laspack in the contrib directory.  This will be used to build non-parallel iterative solvers,0
4664,3c4f3cf,combine thread defines,0
4665,0849b86,Merge pull request #782 from jwpeterson/deprecate_point_locator_list,0
4666,edc3346,Cut-n-paste typo fix in adjoints_ex4,0
4667,71531c3,changed gmv_support to write abs() when complex is enabled.,0
4668,59b4d49,Use libmesh_deprecated() macro.,0
4669,c010d9e,Update citations.,0
4670,1d19b76,copying element subdomain ids when converting triangular mesh for subdivision elements,0
4671,96115b6,Note update on FEMContext public members going private.,0
4672,fb5e176,Merge pull request #110 from pbauman/no_really_privatize_fem_context,0
4673,2b102ff,Make meshplot solution file optional,0
4674,a7f4ad7,need an assignment operator.  Just assert that assignment is a no-op since we cannot redefine our communicator reference.,0
4675,561156e,Merge branch 'paul_nedelec',0
4676,bf5f6a2,taught MeshBase::write_gmv() how to write INFPRISM6,0
4677,4695b09,increase parameter sizes for exodus,0
4678,08c57f7,used the active_pid_elem_iterator to make the DofMap more clear,0
4679,fef9612,configure for recent changes,0
4680,6fc8742,Adding current_filename and sanity checks to ExodusII_IO.,0
4681,3c7dd28,look for Tpetra_config.h,0
4682,c07e91a,conditionally specify -DNOT_NETCFD4,0
4683,6fb0008,conditionally specify -DNOT_NETCFD4,0
4684,24dab99,extend test coverage to both DEFAULT and SYNCHRONOUS communication modes,0
4685,6e92862,Merge branch 'slepc_misc',0
4686,11c7afd,Merge pull request #1139 from roystgnr/safer_algebraic_coupling,0
4687,fa394b9,more informative message when falling back to NetCDF v3 API,0
4688,9b92334,proper static linking by using NetCDFs pkg-config script,0
4689,a776215,remove stray libmesh_here(),0
4690,44d5653,undo LIBS,0
4691,1176d7c,dos2unix was required on this file to get Solaris Studio to compile it!!,0
4692,392a51e,need automake 1.12 for properly bundling netcdf  it seems for Ubuntu-LTS,0
4693,1c270a8,allow a Communicator object to toggle between default and synchronous send operations.,0
4694,59d8da4,updated .gitignore for in-tree builds,0
4695,e8995c1,defer sqrt calculation,0
4696,944c3f9,do not commit BUILT_SOURCES,0
4697,79a735c,one final DofMap::component changed to variable,0
4698,b87b70a,Adding Neveln 2013.,0
4699,8818121.0,added the DistributedVector class.  This will be used to hide some details in parallelizing the library,0
4700,e254684,Merge pull request #133 from permcody/SerialUniqueID,0
4701,d215b13,push optional includes/libs to subpackages,0
4702,b277d0a,We are using a vtkDoubleArray  so don't convert the mesh point coordinates to single precision unnecessarily.,0
4703,243753e,Again  don't degrade to single precision when double is available.,0
4704,4f2b016,Making reading work  adding support for 2D and 1D element types.,0
4705,d763f11,Templated all the numeric data types to provide a clearer distinction between Real and Complex data types.,0
4706,b597e16,Added point_curl method to FEMContext.,0
4707,7ec1a2c,Instantiate point_curl method.,0
4708,b596857,Merge pull request #41 from pbauman/point_curl,0
4709,6bede26,small optimization for dtk adapter,0
4710,bedeb9b,Use standard assertion,0
4711,e5b8928,Make sure to POSIX-sort new headers too,0
4712,7656b86,Adding Vavourakis  2013b.,0
4713,a2bbda4,Merge pull request #151 from libMesh/exII_append,0
4714,6b90aca,Adding capability to output an Exodus file in transient_ex1.,0
4715,78ac2c7,Updating publications website for September 2013.,0
4716,298c81e,Updating statistics for September 2013.,0
4717,077b63b,Save a few lines of code,0
4718,69e162a,Factor out common code from the write_nodal_data and write_nodal_data_discontinuous functions.,0
4719,44a2360,default to new versions,0
4720,16ab5fa,finished DistributedVector,0
4721,ffca472,suppress unused typedef (gcc-4.8 warning),0
4722,5.8e+256,Add capability to append data to Exodus files.,0
4723,4.253e+96,Check for existing info records before writing.,0
4724,55b015f,working vector implementation,0
4725,678261.0,Re-bootstrapped with meshdiff in Makefile.am,0
4726,6bb8f68,Build and install meshdiff,0
4727,e04db6d,Merge pull request #45 from benkirk/eigen,0
4728,e3bd55d,get contributed Eigen into build system,0
4729,4df7f73,Adding list of bibtex templates.,0
4730,917425b,Adding Octave scripts for making libmesh usage statistics plots.,0
4731,0a87dfb,Merge pull request #48 from dmcdougall/fix_ex4docs,0
4732,2821092.0,Remove superfluous comment.,0
4733,58660f4,initial file infrastructure for supporting Eigen sparse linear solvers,0
4734,a45d9e9,working vector implementation,0
4735,53eda87,Added version guards for solve results in PetscDiffSolver according to Roys suggestions,0
4736,26e617b,intiial vector  partial implemenation,0
4737,fac4f53,EigenSparseVector initial implementation,0
4738,58e7066,Merge pull request #49 from friedmud/perf_log,0
4739,a6faf3e,Remove overzealous asserts  print all constraints,0
4740,1f36987,EigenSparseMatrix initial implementation,0
4741,159ca38,Compute adjoint dirichlet constraints,0
4742,37ecca6,We can initialize based on a non-closed vector,0
4743,1170a1f,Merge pull request #144 from benkirk/netcdf_refresh,0
4744,2771aa8,forgot to remove a libmesh_not_implemented(),0
4745,2eaefe4,Merge pull request #145 from robert-we/vtk-cellid,0
4746,13fa33d,add eigen-3.1.2 unsupported API,0
4747,d03f946,adding eigen-3.1.2 to contrib,0
4748,70a5a42,Adding Corsini Periodica Polytechnica paper.,0
4749,17834ba,Use vtkSmartPointer correctly,0
4750,2147f3a,Add residual and iteration count to LinearSolutionMonitor  BACKWARDS INCOMPATIBLE CHANGE!,0
4751,530a642,igore BUILT_SOURCES,0
4752,c307b52,more robust tecplot binary blob handling for static libraries,0
4753,ea92d11,yet another tecplot symlink,0
4754,724de09,Changes in inf_fe_map.C for -Wshadow.,0
4755,5ef166f,Changes in condensed_eigen_system.C for -Wshadow.,0
4756,28dcc41,GetPot can accept more constness of arguments,0
4757,09504cf,Implement LinearSolutionMonitor support for petsc_diff_solver,0
4758,070515a,LibMeshInit can accept more argument constness,0
4759,285ebaa,Adding citations and webpage generation script.,0
4760,9644c5f,fallback to rpc/xdr.h when looking for xdr.,0
4761,1aa5d5f,trump --enable-petsc with --disable-mpi,0
4762,cfd23fa,Merge branch 'master' of https://github.com/libMesh/libmesh,0
4763,e15fef7,use <rpc/xdr.h> when it is there,0
4764,1249c5d,more fine-grained fallback for --disable-mpi,0
4765,2843439.0,Moved linear solution monitor up from NewtonSolver to DiffSolver,0
4766,257952c,Return correct solve result,0
4767,68fd164,"Revert ""Use vtkSmartPointer correctly""",0
4768,6bac31a,Hoist function calls out of loop conditionals.,0
4769,fe85fae,Standardizing spacing  formatting  indentation  etc.,0
4770,da6a476,initial linear solver support,0
4771,dce102b,optimizations & code cleanup,0
4772,eca64ea,Updated systems_of_equations_ex6 to impose a node and edge Dirichlet boundary condition.,0
4773,e44c88a,Added edge BC support to BoundaryInfo  and impose Dirichlet boundary constraints on edges.,0
4774,3b609a1,oops...  forgot to stop a log in the case of an early return,0
4775,61b221a,Re-worked the new localize member in the PetscVector.  Having trouble on refined & repartitioned meshes when the partitioning essentially flip-flops,0
4776,692fd16,Merge pull request #156 from permcody/XDR_64,0
4777,2e2c97f,added example 9  which shows how to use the TransientSystem to solve a linear convection-diffusion problem,0
4778,911422d,Heterogeneous adjoint BCs support in ARefEE,0
4779,e8bd058,changed HTML title,0
4780,64c8e74,optimizing routines with better choices for the STL containers,0
4781,e7d01d7,Silly documentation stuff.  Added the Tet10 embedding matrices at long last for refining those elements.  Will likely release libmesh-0.3.0 tomorrow,0
4782,ba2d7f7,Updated Dirichlet constraints to handle nodes,0
4783,d111756,Now use the hashed containers for performance-critical functions on platforms where they are available,0
4784,f8557b8,Merge pull request #154 from permcody/UniqueIDGhosted,0
4785,5f28080,added compute map to update the radial distances and shape functions independently,0
4786,1548798.0,changed EquationSystems::add_system<T>() to return a reference to the new object  changed example 10 to use a hybrid mesh,0
4787,97d1437,Move FEMap constructor to C file  use default constructors for std::vectors.,0
4788,9aaf1a6,documentation formatting,0
4789,abb5c25,cleand up some comments,0
4790,df31347,documentation,0
4791,d71059d,- moved some private methods in MeshData to public - gmv support now outputs also InfPrism12,0
4792,b10c092,Allow user to install their own PETSc monitors,0
4793,b94b10a,Merge pull request #158 from andrsd/optional-monitor,0
4794,62edca5,added configure tests for 64-bit compatibility  added logging to MeshRefinement.  meshtool now partitons last  in particular after refinement,0
4795,0a98aa5,Heterogeneous adjoint sensitivities work now,0
4796,4de72d3,"Handling ""blank"" entity names in XDA format",0
4797,3d2223a,A trivial change sped up MeshBase::find_neighbors() by a factor of 2...  I feel silly,0
4798,94fb476,"Revert ""Adding _timestep_offset to hopefully avoid overwriting data when appending.""",0
4799,188a762,added magnitude to write_gmv_binary when using complex numbers,0
4800,ca4b361,#include <sstream> to keep Oracle 12.3 happy,0
4801,5ade8e0,Properly link input files for VPATH builds,0
4802,0e51ed1,added the Elem::key(s) member  will likely deprecate the Elem::key() member.  Mesh::find_neighbors() is WAY faster now,0
4803,47204ba,Merge pull request #160 from permcody/parmesh_unique_id_fixes,0
4804,d1c3f27,Read the number of global variables present in the Exodus file when we read the header  and don't try to initialize the global variables if there are already some global variables present.,0
4805,dc7171d,optimization in Elem::key(s) for special elements,0
4806,134dfe5,added mean/standard deviation refinement flagging,0
4807,7e0211d,Metis partitioning should now work in parallel,0
4808,698565c,Adding Zhu preprint.,0
4809,084ab07,redid the Tecplot support so that it writes one file even with complex numbers,0
4810,05069a6,changed Point to RealGradient,0
4811,f9a3ade,More DirichletBoundary constructors,0
4812,a47d8ad,this might not all work just this second  but I need to check it in since the CFDLab is going DOWN!,0
4813,5e816e6,A few more tests,0
4814,56cfb9d,Merge pull request #157 from permcody/XDR_0_9_2,0
4815,014fc04,oops... simple loop reordering speeds up ex3 ex4  ex5 significantly,0
4816,bdb7b87,This commit was manufactured by cvs2svn to create tag 'libmesh-0_4_0'.,0
4817,ce703f9,Use VTK_LEGACY_REMOVE.  Thanks  cato-  for the idea.,0
4818,1c56598,Indenting according to usual libmesh conventions.,0
4819,e4f57f5,Adding Yeniaras  2013 preprint.,0
4820,d3bdb22,Merge pull request #150 from benkirk/mpi_sync_send,0
4821,d94b0f0,support for --enable-nemesis=new,0
4822,032a836,Major FEMSystem  adjoint dirichlet refactoring,0
4823,ee78cfe,configure test for HDF5,0
4824,68afe25,more rigorous configuring,0
4825,e7961ef,more rigorous configuring,0
4826,0d1e92b,Handle the SNES_CONVERGED_ITERATING case to avoid compiler warnings.,0
4827,bf037da,rebuild makefile after rebase conflict,0
4828,9d7303f,Merge pull request #40 from benkirk/exodus_refresh,0
4829,1ee9b03,adding netcdf-4.2.1.1 source tree,0
4830,19650fa,bump version number,0
4831,f7a552f,Adding _timestep_offset to hopefully avoid overwriting data when appending.,0
4832,84da4b4,prevent netcdf from running most of the testsuite (keep examples only) when doing make check,0
4833,977d77b,This shouldn't need more than 1 Newton step,0
4834,f610c46,Merge branch 'master' of ssh://github.com/libMesh/libmesh,0
4835,92d9a64,Merge pull request #147 from robert-we/linear-solution-monitor,0
4836,66d6333,Merge pull request #148 from robert-we/petsc-solve-result,0
4837,4d8e6c8,Throw a file error when GetPot can't open a file,0
4838,3634110.0,Properly link config files for VPATH builds,0
4839,fb53563,build new version of nemesis,0
4840,a33bd96,updating nemesis configuration,0
4841,60a60e7,case statement is clearer,0
4842,b848041,allow for --disable-nested to  uh  disable nesting,0
4843,c6b527d,Merge pull request #152 from libMesh/getpot_file_errors,0
4844,6c2d859,rebaseline netcdf generated files,0
4845,a902cb7,Making enableFPE() public so that users can toggle it during the run,0
4846,a289695,add a .gitignore here to support in-tree builds,0
4847,6716d4d,update .gitignore for make  make check,0
4848,e97660f,update .gitignore for make check,0
4849,5469776.0,Merge pull request #155 from permcody/FP,0
4850,5b0912f,symlinks for easier version management,0
4851,beaa35b,support building legacy netcdf (v3) and new (v4) from source,0
4852,d3949d4,adding exodus-5.22b source tree,0
4853,bbb517f,symlinks for easy version handling,0
4854,7103fb8,new Makefile.am for a new exodus,0
4855,bb0e5f8,allow for old (v5.09) and new (v5.22) exodus trees,0
4856,6c6826b,Make LIBMESH_USE_64BIT_XDR work!,0
4857,e65f789,new Makefile.in for a new exodus,0
4858,25d039c,get defaults working properly by specifying a version,0
4859,615c05f,Reading/Writing unique_id from xdr files,0
4860,504eed7,gotta figure out a way not to recurse into v4 for configuration when we do not want to build v4  but still have make dist work...,0
4861,0f77129,Removing deprecated OStringStream and OFStream classes.,0
4862,8d7bcbc,remove cmake cruft from EXTRA_DIST,0
4863,f99de5a,Merge pull request #50 from benkirk/eigen_solver_package,0
4864,e2f78ea,make sure that everywhere a petsc vector is created a comm gets passed in,0
4865,af82a7a,clarify comment,0
4866,615cc3a,remove print statement,0
4867,8707a01,Merge pull request #68 from benkirk/singletons,0
4868,bc6a8b2,extend Dereks idea to initialization as well,0
4869,4f968af,Merge pull request #69 from friedmud/template_shims,0
4870,8b8dd34,add shims for newly templated functions instead of using default template arguments,0
4871,eda1aab,reimplement using Singleton::Setup,0
4872,e85b7b6,Automake junk associated with adding a new file.,0
4873,78cc22a,Elem::reference_elem(),0
4874,c85ef0d,defer initialization until requested,0
4875,1ec7cac,add the ability to override the radius for radial basis interpolation,0
4876,896bd8d,add beautify make rule to remove trailing whitespace.  Have not applied it to the source tree yet.,0
4877,86ea3d9,Merge pull request #65 from roystgnr/getpot_updates,0
4878,876766.0,Merge pull request #63 from roystgnr/refinement_flag_warnings,0
4879,800727c,Adding libmesh_common.C for a place to hold the macro functions.,0
4880,009544c,Merge pull request #62 from benkirk/reference_elem,0
4881,0c2dcde,Removing <fstream> from libmesh_common.h.,0
4882,aac77e1,#include <sstream>,0
4883,a18fed1,implement ExodusII Fortran API (#35),0
4884,5ca57e7,libmesh_write_traceout macro replaced by libMesh::write_traceout() function.,0
4885,5064820.0,install the forbind/include/exodusII.inc as well,0
4886,b42537a,remove redundant test,0
4887,39fb599,reimplement using Singleton,0
4888,a97e846,Merge pull request #59 from roystgnr/manav_templated_read,0
4889,dde02a2,Merge pull request #67 from benkirk/singletons,0
4890,cd4ae6d,Adding new configure flag --enable-all-static.,0
4891,10cb649,added node iterators,0
4892,16a7b88,implement  EpetraVector<T>::conjugate()  which is a no-op.,0
4893,74d7a65,Merge pull request #66 from permcody/more_parallel_fixes,0
4894,29035d3,Merge pull request #134 from libMesh/macro_functions,0
4895,fe2752d,Adding Swiler  2013b.,0
4896,47a20ac,Adding the non-blocking send/receive functions,0
4897,fb8069b,Removing csignal dependence from libmesh_common.h,0
4898,3bdab67,predictable sorting,0
4899,1a3a96a,Merge pull request #132 from libMesh/conjugate,0
4900,8fbb2b2,implement remaining reference elements,0
4901,9d6481f,Factoring out common parts of macros.,0
4902,1656a2f,initial infrastruture to support #64 -- better singleton support,0
4903,080f130,Merge pull request #57 from roystgnr/manav_dense_numerics,0
4904,3cca949,Let's print a bit more from this quiet example,0
4905,c0cf0fd,ability to clear extra ghost elems and switch it over to using add,0
4906,db3b47f,reimplement RemoteElem derived from Singleton,0
4907,2dd8228,The libmesh_stop macro is now converted to a function.,0
4908,71fa9b9,mark RemoteElem constructor as private to force the create() usage,0
4909,86fae52,Updating statistics for March 2013.,0
4910,5ac3c52,Enhancing documentation.,0
4911,ff377e2,return a reference per Roys suggestion,0
4912,a15d0a7,refactor misc mesh-related classes as ParallelObjects,0
4913,3ef65be,refactor partitioning,0
4914,0fcdcb8,refactor MeshTools,0
4915,8e44dbe,Merge pull request #131 from libMesh/terminate_handler,0
4916,bcb7ede,Added Kalashnikova WCCM reference.,0
4917,987c70f,clarify comment,0
4918,d343ac4,Updated Montagnier 2011.,0
4919,9e48d52,refactor MeshRefinement as a ParallelObject,0
4920,64d6250,refactor MeshRefinement as a ParallelObject,0
4921,c5ed07c,Merge pull request #129 from libMesh/system_io_sizet,0
4922,aece01b,refactor EquationSystems  System  and friends as ParallelObjects,0
4923,4583624.0,optional communicator to mesh constructor.  defaults to CommWorld  not used ATM.,0
4924,95b1686,refactor reduced basis construction as ParallelObjects,0
4925,342bbbe,refactor miscellaneous mesh functions,0
4926,4b888fc,refactor miscellaneous mesh I/O functions,0
4927,acf1ad1,refactor CondensedEigenSystem as ParallelObjects,0
4928,1576a27,Updating references: * Montagnier 2011 preprint * Dec thesis * Gunther 2011 conference paper * Steih  2012 * Bauman  2011,0
4929,b2116e3,petsc vector compiles,0
4930,1aa7e04,laspack vector communicated,0
4931,64d5a28,epetra vector compiling,0
4932,577f241,eigen and distributed vectors communicated,0
4933,7a6ec9a,refactor MeshCommunication with ParallelObject  and fallout,0
4934,12e09be,refactor ParallelMesh as a ParallelObject,0
4935,d38e0ad,refactor MeshBase as a ParallelObject,0
4936,f07969c,refactor ExodusIO/NemesisIO as ParallelObjects,0
4937,8fa9871,Updating Gunther 2013.,0
4938,6a352a6,run make beautify,0
4939,08f78db,run make beautify  propagated to generated files,0
4940,5d23136,make beautify,0
4941,6ba7aba,begin using per-object communicators in mesh classes,0
4942,79abd82,Merge pull request #72 from benkirk/remote_elem_undo,0
4943,294888e,need #include <sstream> for new libmesh_write_traceout() implementation - Oracle caught this,0
4944,dee0e7b,typo,0
4945,4b83930,libMesh::ParalellObject base class for all things that require their own communicator reference.,0
4946,30c0367,derive key data structures from ParallelObject,0
4947,96fe476,refactor DofMap as a ParallelObject,0
4948,b4b05c4,Adding Gunther_2012.  Moving Oden et al out of preprints.,0
4949,7ccb87e,refactor BoundaryInfo as a ParallelObject,0
4950,c5f0e3b,"Adding a configurable ""unique_id"" to DofObject.  Currently works for SerialMesh and ParallelMesh",0
4951,487ffae,refactor ExodusIO/NemesisIO as ParallelObjects,0
4952,ba5149f,Remove overzealous copy/pasted assert,0
4953,dc1d823,refactor to use per-object decomp info,0
4954,650c270,refactor XdrIO as a ParallelObject,0
4955,36d6903,Merge pull request #73 from roystgnr/initialization_order_defiasco,0
4956,6624f32,Merge pull request #56 from roystgnr/dof_proc_id_check,0
4957,00fa0ee,Merge pull request #58 from roystgnr/manav_gmsh,0
4958,2670578.0,leave laspack ahead of eigen until the latter implementation is more complete,0
4959,5545850.0,Updating statistics for Feb 2013.,0
4960,96ca8dd,Clearer comments on _residual vs _time_derivative,0
4961,657b598,Properly clear old constraints when recalculating,0
4962,32370d9,Merge pull request #139 from libMesh/no_deprecated_mpi,0
4963,d4a35ba,minor FE optimizations.  Changed DofMap::component stuff to DofMap::variable to be more consistent with all the other classes in the code,0
4964,0514f89,Our netcdf subpackage may need detected HDF5 info,0
4965,783bfec,Merge branch 'master' of ssh://github.com/libMesh/libmesh into adjoint_dirichlet,0
4966,45b61d8,Added some preprints from Feb 2013.,0
4967,c83c3b1,demo RBI with misc/ex8,0
4968,abcc048,extend test coverage,0
4969,fe79f62,If we didn't find HDF5  unset HDF5 variables,0
4970,2a15238,enable fractional powers for inverse distance interpolation,0
4971,be4ba3e,extend MPI-2 implementation,0
4972,2775942.0,cleaner MPI-2 implementation,0
4973,df7783f,Have a working MPI-2 VectorValue<> implementation  need to check other types and MPI implementations.,0
4974,e3efbc0,refactoring StandardType<VectorValue<T> > to be mpi-2 compliant,0
4975,1754fef,LASPACK is OK,0
4976,cda31e1,preserve return code,0
4977,e431947,test broadcasting std::vector<VectorValue<>> objects,0
4978,88e0f46,Merging in a feature from PECOS petsc.m4,0
4979,055e8cf,prevnt using tbb:thread when TBB configuration has failed,0
4980,c672f14,Merge pull request #142 from pbauman/fem_function_proj_fix,0
4981,1aa60d7,adding virgin 4.3.0 tree  minus cmake bits,0
4982,8b7cec8,Less misleading Euler2Solver comment,0
4983,edb9926,"Use automake's ""skipped test"" code when apropos",0
4984,6f0f209,update .gitignore for make check,0
4985,b8ffe72,remove 4.2.1.1,0
4986,19b1278,use AC_CHECK_HEADERS to make sure Eigen is usable,0
4987,b86b2e1,relink v4,0
4988,a768366,increase parameter sizes for exodus,0
4989,4bdaff8,remove more cmake cruft,0
4990,7e0aebd,initial infrastructure to support radial basis functions as an alternative MeshfreeInterpolation scheme,0
4991,91495d5,Wendland Radial Basis Function,0
4992,ae8bcc1,Taking libmesh-specific comment out of eigen.m4,0
4993,0c1355e,Use UniquePtr to automatically manage lifetime of _periodic_boundaries.,0
4994,0bf6d60,beginnings of Radial Basis Interpolation implementation,0
4995,4984ce6,delete training whitespace,0
4996,2512591.0,Remember to re-bootstrap...,0
4997,2387a7e,Make sure we're using C++ to test for Eigen,0
4998,f91acd5,rebaseline automake files,0
4999,1ea8004,Compatibility with the API changes since petsc-3.3.0 release.,0
5000,93ebd35,initialize the bounding box,0
5001,725495.0,use normalized radius,0
5002,03e7f73,initial radial basis interpolation implementation,0
5003,b7101bd,Adding ANL tech. report.,0
5004,2.501e+40,avoid MPI-1 deprecated features when MPI_VERSION>=2,0
5005,8af8278,Warn about inconsistent flags,0
5006,bd37bb5,additional includes required for recent macro refactoring.,0
5007,2508196.0,rbOOmit change: Added RBConstruction::set_rb_construction_parameters so that we can set parameters without using an input text file.,0
5008,4cc22b4,clarify comment,0
5009,48f2c27,Merge pull request #136 from libMesh/enums_to_strings,0
5010,3aa6dcb,Merge pull request #60 from permcody/parallel_fixes,0
5011,bc5c5af,Merge pull request #61 from roystgnr/manav_unsteady,0
5012,f83ab71,Adding standard type implementations for MPI blocking send/receive,0
5013,2ffb39d,Additional accessors,0
5014,03f1f4c,Singletons for each reference element type.,0
5015,76c5b09,More enum types supported by string_to_enum,0
5016,f806105,Updating statistics for Aug 2013.,0
5017,5ddc836,Merge pull request #52 from friedmud/fractional_power,0
5018,5a298fa,shell script to create static reference element strings from files.,0
5019,5481b81,include *.data in the source file list,0
5020,2381a25,reference element data,0
5021,9843afa,implement reference element data,0
5022,1b40006,rbOOmit change: Removed incorrect libmesh_conj in calculation of truth_outputs in RBConstruction::truth_solve.,0
5023,842a699,remove temporary cruft,0
5024,5.614e+87,Automake junk updated by bootstrap.,0
5025,ef54050,Manage lifetime of tetgen_output object with a UniquePtr.,0
5026,622869b,newline,0
5027,107e851,rbOOmit change: Cleaned up a few things from the previous commit.,0
5028,2a8c42d,IRIX syntax changes,0
5029,7c7e008,Minimum version number test option for eigen.m4,0
5030,948444.0,Using std::endl.,0
5031,09ea823,Use UniquePtr to automatically manage lifetime of _dirichlet_boundaries.,0
5032,c9611e9,DofMap::heterogeneously_constrain_adjoint_rhs(),0
5033,129974.0,Merge pull request #53 from andrsd/warnings,0
5034,2cd80b0,Include <time.h> for strptime() to avoid warning.,0
5035,aa1a08b,Changed basic_active_type_elem_iterator to be multiply inherited from active_elem_iterator and type_elem_iterator rather than reimplementing the functionality of either.  May turn out to be really useful for composite predicate iterators  or may be dangerous.  Time will tell.,0
5036,ce0b7cd,mark constructors as experimental,0
5037,d4bb399,Merge pull request #54 from benkirk/radial_basis,0
5038,ced4b74,silly std::cerr,0
5039,26a3a57,graceful exit,0
5040,65862c1,PGI does not like us bypassing our direct base class to import from a grandparent,0
5041,f55b093,More eigen.m4 flexibility,0
5042,1aa8540,added the libMesh all-static class for bookkeeping.  Consolidated to one PerfLog for the library.,0
5043,2f856d8,Define another testable variable  HAVE_EIGEN,0
5044,6b52e1d,initial infrastructure for user-specified element refinement selection,0
5045,c4c4c3b,Merge pull request #55 from benkirk/user_spec_refinement,0
5046,82361d2,implement roys suggestions,0
5047,3ef288f,Merge pull request #135 from libMesh/all_static,0
5048,41471cb,forgot to AC_SUBST a var,0
5049,b00d68f,added the libMesh all-static class for bookkeeping.  Consolidated to one PerfLog for the library.,0
5050,2928868.0,Refactored System::point_*  introduced point-already-located versions,0
5051,9b8e9a4,This commit was manufactured by cvs2svn to create tag 'libmesh-0_5_0'.,0
5052,f5c4a38,Add openmp check for configure,0
5053,c762f7a,We should never be asked to ghost remote_elem,0
5054,1e205eb,Add unit test verifying left and right eigenvector calculation.,0
5055,2668f9e,We need const iterators for ghosting functors,0
5056,073e6d7,CouplingMatrix::operator&=,0
5057,53f6424,SparsityPattern::Build with user coupling functors,0
5058,b2ac23c,Add DefaultCoupling subclass of GhostingFunctor,0
5059,b74dc20,Build DefaultCoupling code,0
5060,bea14d5,Re-run autotools,0
5061,0a8b9ff,DefaultCoupling needs setters  but not a mesh,0
5062,5d60180,Add and use DefaultCoupling in DofMap,0
5063,89d06ac,Merge pull request #1063 from jwpeterson/evd_vectors,0
5064,42b772c,Merge pull request #1062 from permcody/MPI_scatter,0
5065,ecc97b4,Update traffic.,0
5066,fa43701,Update citations.,0
5067,d8545c4,Add --enable-petsc-required configure option.,0
5068,03263e7,Run bootstrap.,0
5069,a05ec34,Merge pull request #1065 from jwpeterson/enable_petsc_required,0
